remittance_id,customer_id,transfer_date,destination_country,transfer_amount,exchange_rate,transfer_fee,transfer_status,channel
REM0004947,CUST00677,2026-03-16,Sri Lanka,6665.33,56.252015,27.2,Completed,Branch
REM0004948,CUST00829,2024-05-05,Pakistan,590.8,35.900481,39.76,Completed,Partner
REM0004949,CUST00868,2026-09-28,Philippines,2928.58,72.048375,66.95,Completed,Branch
REM0004950,CUST00502,2024-02-21,Philippines,2482.05,47.206745,38.97,Completed,Partner
REM0004951,CUST00488,2024-01-20,Jordan,617.4,55.676643,34.5,Completed,Mobile App
REM0004952,CUST00845,2026-02-22,Nepal,1893.73,16.158336,56.07,Completed,Branch
REM0004953,CUST00630,2024-08-19,Pakistan,6170.59,25.204315,73.1,Completed,Branch
REM0004954,CUST00775,2024-06-08,Bangladesh,290.73,22.591358,37.68,Completed,Mobile App
REM0004955,CUST00883,2026-10-10,Bangladesh,7356.42,77.788042,35.94,Completed,Partner
REM0004956,CUST00677,2025-08-03,Bangladesh,5663.85,82.778744,41.59,Completed,Mobile App
REM0004957,CUST00656,2026-02-01,Egypt,4007.7,56.876178,15.43,Completed,Mobile App
REM0004958,CUST00630,2025-01-24,Egypt,3845.94,74.99991,7.19,Pending,Branch
REM0004959,CUST00973,2025-07-07,Sri Lanka,5356.07,19.482604,43.77,Completed,Branch
REM0004960,CUST00014,2026-03-05,Nepal,3353.32,43.844261,58.02,Completed,Partner
REM0004961,CUST00119,2025-05-06,Egypt,1901.18,9.462389,52.94,Completed,Mobile App
REM0004962,CUST00729,2024-09-10,Sri Lanka,6093.87,37.691641,55.79,Completed,Branch
REM0004963,CUST00779,2024-01-19,Nepal,5517.95,72.776749,20.5,Completed,Branch
REM0004964,CUST00801,2026-04-13,India,5434.12,63.480941,64.46,Pending,Mobile App
REM0004965,CUST00939,2025-11-08,Bangladesh,5125.91,4.703732,45.36,Completed,Branch
REM0004966,CUST00917,2024-03-24,Jordan,909.95,3.180549,13.83,Completed,Branch
REM0004967,CUST00528,2026-02-12,India,7558.6,60.702003,69.7,Completed,Partner
REM0004968,CUST00790,2026-05-07,Philippines,2743.61,23.869882,54.5,Completed,Branch
REM0004969,CUST00386,2025-07-08,Sri Lanka,5402.98,24.667171,20.89,Completed,Mobile App
REM0004970,CUST00804,2024-01-02,Pakistan,638.93,31.189702,48.41,Completed,Branch
REM0004971,CUST00428,2024-11-08,Sri Lanka,1590.67,3.581155,9.13,Completed,Mobile App
REM0004972,CUST00360,2025-12-22,Egypt,627.82,54.62475,22.11,Completed,Branch
REM0004973,CUST00266,2024-11-20,India,5600.57,34.459934,56.11,Completed,Mobile App
REM0004974,CUST00063,2026-05-14,Philippines,4177.87,10.903668,12.61,Completed,Partner
REM0004975,CUST00740,2024-08-18,Egypt,4819.74,2.058134,20.91,Completed,Branch
REM0004976,CUST00333,2024-03-13,Philippines,7664.89,48.417241,50.27,Completed,Mobile App
REM0004977,CUST00529,2024-07-12,Bangladesh,6605.6,41.062033,64.46,Completed,Branch
REM0004978,CUST00696,2024-02-06,Nepal,6060.81,4.738512,56.6,Pending,Partner
REM0004979,CUST00233,2026-09-28,Nepal,6976.78,19.647251,62.83,Completed,Mobile App
REM0004980,CUST00124,2025-05-16,Bangladesh,3839.58,4.627764,33.53,Completed,Branch
REM0004981,CUST00223,2026-11-24,Pakistan,1435.8,63.411279,64.39,Completed,Partner
REM0004982,CUST00216,2024-12-30,Egypt,2659.9,1.987396,28.19,Completed,Mobile App
REM0004983,CUST00896,2024-05-02,Egypt,3089.02,13.877081,27.79,Completed,Mobile App
REM0004984,CUST00626,2024-09-04,Egypt,6342.91,30.510788,54.94,Completed,Mobile App
REM0004985,CUST00465,2025-04-26,Sri Lanka,2187.27,78.764927,70.18,Completed,Mobile App
REM0004986,CUST00396,2026-07-14,Pakistan,337.19,74.018532,13.06,Completed,Partner
REM0004987,CUST00913,2025-12-13,Pakistan,1213.65,7.07975,38.22,Completed,Branch
REM0004988,CUST00880,2026-11-13,Nepal,3894.12,5.79724,66.36,Completed,Partner
REM0004989,CUST00194,2024-06-02,Jordan,2710.25,10.188905,48.05,Completed,Branch
REM0004990,CUST00349,2025-12-08,Nepal,5836.48,75.361965,20.53,Completed,Mobile App
REM0004991,CUST00053,2025-05-04,Egypt,4006.26,77.874327,16.81,Completed,Partner
REM0004992,CUST00843,2026-05-02,Sri Lanka,765.64,70.859694,15.14,Completed,Partner
REM0004993,CUST00847,2026-03-18,Pakistan,2978.87,44.502543,56.77,Completed,Partner
REM0004994,CUST00343,2025-05-17,Bangladesh,205.67,24.564551,49.95,Completed,Branch
REM0004995,CUST00897,2026-02-21,Jordan,1862.69,57.913283,45.72,Failed,Partner
REM0004996,CUST00708,2024-04-16,Jordan,7836.26,48.332508,49.91,Completed,Partner
REM0004997,CUST00806,2024-04-30,India,3178.96,14.110083,62.87,Completed,Mobile App
REM0004998,CUST00790,2024-05-27,India,5547.41,75.536302,14.48,Completed,Partner
REM0004999,CUST00808,2026-04-01,Egypt,201.93,17.204131,34.81,Failed,Branch
REM0005000,CUST00620,2025-03-11,Jordan,5941.25,69.07274,47.7,Completed,Mobile App
REM0005001,CUST00027,2024-09-24,Pakistan,1247.11,20.142528,72.57,Completed,Partner
REM0005002,CUST00659,2026-03-23,Egypt,5334.84,49.274154,37.46,Failed,Mobile App
REM0005003,CUST00275,2024-06-06,Sri Lanka,1438.48,32.080672,43.92,Completed,Mobile App
REM0005004,CUST00700,2026-05-23,Philippines,1293.63,18.107883,43.24,Completed,Mobile App
REM0005005,CUST00314,2024-05-13,Egypt,4195.0,7.416845,22.29,Completed,Mobile App
REM0005006,CUST00576,2024-06-09,Egypt,1150.73,57.19214,24.03,Completed,Partner
REM0005007,CUST00680,2024-02-15,Nepal,2460.29,57.737896,34.16,Completed,Branch
REM0005008,CUST00402,2024-07-02,Jordan,6650.64,65.986548,42.48,Completed,Mobile App
REM0005009,CUST00090,2024-11-15,Pakistan,3204.18,1.784518,60.11,Failed,Partner
REM0005010,CUST00736,2025-11-24,Bangladesh,4707.04,66.778184,12.09,Completed,Mobile App
REM0005011,CUST00509,2025-02-13,Nepal,5921.47,64.518796,66.74,Failed,Mobile App
REM0005012,CUST00181,2026-05-12,Philippines,1592.37,58.27464,30.18,Completed,Branch
REM0005013,CUST00738,2026-01-15,Pakistan,924.83,10.196146,47.83,Completed,Mobile App
REM0005014,CUST00023,2024-07-13,Philippines,3698.58,10.18126,47.23,Completed,Partner
REM0005015,CUST00034,2024-12-01,Egypt,4402.61,50.107435,72.93,Pending,Partner
REM0005016,CUST00100,2025-05-16,Bangladesh,7828.12,80.696717,21.37,Completed,Partner
REM0005017,CUST00812,2025-03-11,Jordan,1237.5,60.229832,47.62,Completed,Branch
REM0005018,CUST00962,2024-05-15,Jordan,2944.74,60.42626,51.02,Completed,Partner
REM0005019,CUST00988,2026-01-08,Egypt,4029.94,1.563255,44.05,Completed,Branch
REM0005020,CUST00886,2025-04-24,Egypt,4459.46,54.405372,48.09,Completed,Mobile App
REM0005021,CUST00626,2025-12-06,Nepal,1882.43,33.851166,12.06,Completed,Mobile App
REM0005022,CUST00446,2024-04-18,Nepal,1950.18,8.563932,31.81,Completed,Partner
REM0005023,CUST00343,2026-02-10,Nepal,2339.88,53.366067,54.83,Completed,Mobile App
REM0005024,CUST00425,2026-10-12,India,6483.59,68.513392,33.66,Completed,Branch
REM0005025,CUST00136,2026-06-13,Egypt,1131.97,19.494894,18.35,Completed,Partner
REM0005026,CUST00657,2025-12-13,Pakistan,2128.17,61.90429,28.13,Completed,Partner
REM0005027,CUST00871,2024-01-22,Bangladesh,3534.92,49.065316,37.75,Completed,Mobile App
REM0005028,CUST00201,2026-03-29,Philippines,1129.83,0.324638,57.33,Completed,Branch
REM0005029,CUST00473,2024-04-28,Bangladesh,6005.99,65.591562,24.42,Completed,Branch
REM0005030,CUST00597,2026-03-08,Sri Lanka,6519.33,51.760265,61.77,Completed,Branch
REM0005031,CUST00970,2026-02-26,Jordan,800.77,83.621676,46.11,Completed,Branch
REM0005032,CUST00212,2026-02-03,Jordan,7975.04,47.838972,21.53,Completed,Partner
REM0005033,CUST00692,2024-07-27,Sri Lanka,1733.58,41.858565,51.65,Completed,Branch
REM0005034,CUST00554,2026-06-09,Egypt,3336.32,19.595069,55.33,Completed,Partner
REM0005035,CUST00444,2024-07-02,Egypt,5683.87,16.872389,14.26,Completed,Partner
REM0005036,CUST00681,2025-09-03,Bangladesh,705.99,79.965504,18.5,Completed,Partner
REM0005037,CUST00218,2025-06-10,Sri Lanka,2368.19,30.321315,58.56,Failed,Mobile App
REM0005038,CUST00823,2026-11-10,Pakistan,5191.13,74.744599,25.09,Completed,Partner
REM0005039,CUST00705,2025-06-15,Jordan,970.38,14.245877,74.62,Completed,Partner
REM0005040,CUST00991,2026-03-13,Egypt,789.61,70.282894,36.77,Completed,Mobile App
REM0005041,CUST00642,2025-03-21,Jordan,5314.12,43.47928,19.75,Completed,Partner
REM0005042,CUST00108,2024-09-14,Nepal,2272.07,66.832604,27.34,Completed,Mobile App
REM0005043,CUST00770,2024-01-19,Sri Lanka,3910.82,81.122107,65.27,Completed,Mobile App
REM0005044,CUST00176,2025-02-28,India,3566.21,80.172902,58.86,Completed,Mobile App
REM0005045,CUST00822,2024-05-27,Bangladesh,5822.29,70.956767,55.75,Completed,Mobile App
REM0005046,CUST00257,2024-04-01,Pakistan,525.53,42.294756,54.14,Completed,Partner
REM0005047,CUST00521,2026-04-23,Sri Lanka,7292.7,73.937671,45.24,Completed,Mobile App
REM0005048,CUST00154,2025-04-30,Philippines,4643.59,8.518618,24.6,Completed,Partner
REM0005049,CUST00101,2026-03-28,Sri Lanka,1276.82,18.818689,9.33,Pending,Mobile App
REM0005050,CUST00093,2024-10-09,Sri Lanka,1569.01,48.808295,17.01,Completed,Mobile App
REM0005051,CUST00098,2025-12-13,Philippines,3731.83,53.541324,37.89,Failed,Mobile App
REM0005052,CUST00993,2024-09-10,Egypt,4713.87,26.069024,13.99,Completed,Mobile App
REM0005053,CUST00697,2025-05-14,Bangladesh,2432.41,70.676465,38.01,Completed,Mobile App
REM0005054,CUST00067,2024-06-30,Bangladesh,2217.65,72.328852,46.36,Failed,Mobile App
REM0005055,CUST00221,2024-03-17,Jordan,5103.21,83.191456,10.99,Completed,Mobile App
REM0005056,CUST00223,2024-01-11,Philippines,7666.46,53.227159,56.13,Completed,Mobile App
REM0005057,CUST00261,2026-09-22,Bangladesh,4367.15,75.677393,35.58,Completed,Mobile App
REM0005058,CUST00510,2026-10-19,Philippines,2290.58,78.950352,43.97,Pending,Partner
REM0005059,CUST00384,2026-05-24,Bangladesh,6170.74,6.44743,14.11,Completed,Partner
REM0005060,CUST00258,2025-08-08,Nepal,791.34,50.215527,70.43,Completed,Mobile App
REM0005061,CUST00967,2025-11-06,Pakistan,4354.67,40.619787,15.1,Completed,Mobile App
REM0005062,CUST00593,2026-10-07,India,2923.44,43.173576,42.72,Completed,Branch
REM0005063,CUST00820,2024-12-01,Bangladesh,3021.96,73.940696,64.64,Completed,Branch
REM0005064,CUST00197,2024-02-11,Philippines,4490.6,32.174174,27.48,Completed,Partner
REM0005065,CUST00693,2025-10-17,Jordan,7060.55,16.883538,55.77,Completed,Mobile App
REM0005066,CUST00916,2024-07-22,Pakistan,6704.41,23.233468,65.47,Completed,Mobile App
REM0005067,CUST00052,2024-06-17,Philippines,7762.18,58.637113,50.86,Completed,Branch
REM0005068,CUST00788,2025-09-29,India,4397.89,15.196592,20.33,Completed,Mobile App
REM0005069,CUST00033,2024-06-15,Pakistan,2863.59,26.880396,21.73,Completed,Partner
REM0005070,CUST00139,2026-02-12,Bangladesh,3610.63,72.741934,34.11,Completed,Partner
REM0005071,CUST00011,2026-04-21,Jordan,7914.17,47.670165,36.19,Completed,Partner
REM0005072,CUST00404,2024-09-04,Jordan,6959.5,10.648844,35.73,Completed,Branch
REM0005073,CUST00869,2026-02-12,Bangladesh,6526.07,24.511565,37.8,Completed,Mobile App
REM0005074,CUST00903,2026-09-19,Egypt,7288.44,34.918724,55.33,Completed,Mobile App
REM0005075,CUST00084,2025-05-15,Egypt,717.95,63.345554,44.94,Completed,Branch
REM0005076,CUST00497,2025-09-13,Nepal,7186.94,42.34852,12.58,Failed,Partner
REM0005077,CUST00245,2024-12-24,India,5511.79,58.830513,50.17,Completed,Branch
REM0005078,CUST00579,2024-07-30,Jordan,5734.7,47.599815,26.33,Completed,Mobile App
REM0005079,CUST00726,2026-04-11,Nepal,5878.9,23.399971,42.67,Completed,Partner
REM0005080,CUST00798,2024-06-03,Nepal,914.54,76.416113,27.54,Completed,Branch
REM0005081,CUST00987,2024-04-19,Pakistan,443.17,29.437751,62.69,Failed,Mobile App
REM0005082,CUST00417,2025-05-06,Pakistan,677.67,32.481995,49.11,Completed,Mobile App
REM0005083,CUST00167,2025-10-12,Jordan,7258.27,37.617871,50.51,Completed,Branch
REM0005084,CUST00901,2026-10-08,Sri Lanka,5628.06,81.770067,22.14,Completed,Branch
REM0005085,CUST00790,2024-11-18,Jordan,7733.51,21.125724,59.18,Completed,Mobile App
REM0005086,CUST00083,2026-08-28,Jordan,5797.44,0.191472,57.55,Completed,Partner
REM0005087,CUST00616,2026-07-16,Nepal,1906.51,72.411536,8.77,Completed,Branch
REM0005088,CUST00256,2025-08-17,India,4137.82,76.088221,70.69,Completed,Mobile App
REM0005089,CUST00130,2026-09-11,Philippines,6429.85,62.615118,20.4,Completed,Branch
REM0005090,CUST00142,2025-01-28,India,1897.55,70.91685,50.2,Completed,Partner
REM0005091,CUST00557,2026-01-18,Pakistan,5650.88,30.302025,53.35,Completed,Partner
REM0005092,CUST00921,2024-01-12,Nepal,6497.78,28.933927,27.81,Completed,Mobile App
REM0005093,CUST00306,2025-11-09,Nepal,7461.38,1.228978,33.84,Completed,Branch
REM0005094,CUST00329,2024-11-01,Nepal,2610.72,57.755497,7.3,Completed,Partner
REM0005095,CUST00648,2024-02-28,Egypt,4548.49,25.383749,24.38,Failed,Partner
REM0005096,CUST00639,2026-06-07,Nepal,4708.58,11.879285,12.57,Completed,Mobile App
REM0005097,CUST00627,2025-12-23,Bangladesh,3714.92,82.128779,10.72,Failed,Partner
REM0005098,CUST00556,2025-03-31,Nepal,3356.34,53.548374,59.84,Completed,Mobile App
REM0005099,CUST00521,2025-07-23,Sri Lanka,7091.37,30.486798,27.58,Completed,Branch
REM0005100,CUST00632,2025-07-17,Nepal,6248.71,12.993783,32.67,Completed,Partner
REM0005101,CUST00270,2026-01-15,Jordan,7701.55,28.670819,34.52,Pending,Partner
REM0005102,CUST00138,2024-03-17,Nepal,5652.07,51.53075,38.41,Completed,Partner
REM0005103,CUST00366,2025-06-11,Sri Lanka,6612.21,15.347218,35.96,Completed,Branch
REM0005104,CUST00157,2024-08-19,Philippines,5533.36,29.412915,38.47,Failed,Branch
REM0005105,CUST00589,2024-12-17,Pakistan,640.41,12.826684,12.2,Pending,Branch
REM0005106,CUST00334,2025-12-24,India,3585.48,56.171493,74.14,Failed,Mobile App
REM0005107,CUST00565,2026-10-29,Sri Lanka,1040.66,26.525605,72.61,Completed,Mobile App
REM0005108,CUST00321,2026-09-20,Bangladesh,7004.88,0.479596,25.69,Completed,Partner
REM0005109,CUST00467,2026-11-04,Egypt,5901.27,76.914053,8.83,Completed,Branch
REM0005110,CUST00912,2026-11-22,Philippines,3604.08,30.843189,33.01,Completed,Branch
REM0005111,CUST00861,2024-04-19,Philippines,6445.59,43.922882,19.79,Completed,Partner
REM0005112,CUST00457,2025-05-19,Philippines,2650.37,83.600718,38.4,Completed,Mobile App
REM0005113,CUST00391,2024-11-15,Bangladesh,7701.56,76.802851,54.31,Pending,Branch
REM0005114,CUST00508,2025-01-04,India,1818.61,34.759048,28.09,Completed,Mobile App
REM0005115,CUST00378,2025-08-11,Pakistan,2777.88,25.815199,62.28,Completed,Partner
REM0005116,CUST00445,2026-04-12,Egypt,6630.23,83.342373,33.47,Completed,Branch
REM0005117,CUST00662,2024-06-13,Egypt,512.29,36.711489,59.67,Completed,Mobile App
REM0005118,CUST00581,2024-11-18,India,6710.51,10.794932,37.48,Completed,Mobile App
REM0005119,CUST00715,2025-04-11,Bangladesh,6775.04,82.612189,35.74,Completed,Branch
REM0005120,CUST00266,2025-12-30,Egypt,2822.64,52.696168,67.52,Failed,Mobile App
REM0005121,CUST00668,2025-08-04,Jordan,3635.15,75.201964,52.95,Completed,Branch
REM0005122,CUST00111,2025-02-21,Sri Lanka,1618.71,65.121053,69.3,Completed,Partner
REM0005123,CUST00483,2025-05-09,Bangladesh,5996.33,83.635479,18.35,Completed,Branch
REM0005124,CUST00850,2025-07-14,India,996.59,69.102767,52.78,Completed,Branch
REM0005125,CUST00656,2024-06-03,Nepal,2591.42,37.124546,56.77,Completed,Mobile App
REM0005126,CUST00521,2025-06-28,Philippines,1002.06,15.088682,65.81,Completed,Mobile App
REM0005127,CUST00100,2026-11-21,Bangladesh,3108.63,3.534154,39.29,Completed,Branch
REM0005128,CUST00910,2025-10-03,Jordan,5998.93,52.545654,54.07,Completed,Mobile App
REM0005129,CUST00806,2024-06-10,Philippines,6009.95,2.339166,16.68,Failed,Partner
REM0005130,CUST00161,2025-02-15,India,5209.59,14.497826,52.59,Completed,Partner
REM0005131,CUST00762,2025-02-07,Philippines,345.54,25.235046,59.61,Completed,Branch
REM0005132,CUST00910,2024-11-25,Egypt,602.83,35.190367,43.78,Completed,Partner
REM0005133,CUST00744,2026-04-26,Philippines,6764.61,4.418838,15.64,Completed,Partner
REM0005134,CUST00842,2026-04-18,Bangladesh,3241.16,67.576143,71.3,Completed,Mobile App
REM0005135,CUST00454,2025-05-23,Bangladesh,4380.79,45.426605,32.73,Completed,Branch
REM0005136,CUST00540,2025-12-10,India,6908.95,81.968972,60.08,Completed,Mobile App
REM0005137,CUST00318,2024-09-02,Pakistan,2925.44,59.07856,58.69,Completed,Partner
REM0005138,CUST00544,2024-03-23,Egypt,1125.22,61.083269,59.1,Completed,Partner
REM0005139,CUST00449,2024-04-19,Philippines,7042.89,8.064603,39.56,Completed,Partner
REM0005140,CUST00098,2025-11-12,Philippines,3789.77,57.77952,18.9,Completed,Branch
REM0005141,CUST00197,2025-10-21,Egypt,2963.35,67.029281,9.38,Completed,Branch
REM0005142,CUST00984,2024-12-08,India,1989.9,25.980154,29.02,Completed,Branch
REM0005143,CUST00254,2024-06-21,Pakistan,3223.15,29.736439,49.5,Completed,Branch
REM0005144,CUST00971,2025-02-27,India,5572.72,49.21688,47.81,Completed,Partner
REM0005145,CUST00925,2025-03-07,Bangladesh,7126.13,28.793325,69.79,Completed,Partner
REM0005146,CUST00712,2024-12-19,Bangladesh,4167.96,25.843979,24.06,Completed,Mobile App
REM0005147,CUST00800,2024-11-27,Jordan,7254.61,4.200316,42.13,Completed,Partner
REM0005148,CUST00573,2026-10-19,Bangladesh,6499.55,18.27398,51.82,Pending,Partner
REM0005149,CUST00974,2024-01-07,Pakistan,1828.84,12.266167,25.41,Completed,Partner
REM0005150,CUST00134,2026-09-05,Egypt,3064.39,24.689722,39.97,Completed,Mobile App
REM0005151,CUST00205,2025-03-16,Nepal,480.87,42.854044,38.25,Completed,Branch
REM0005152,CUST00510,2025-07-21,Sri Lanka,1016.07,81.171019,34.46,Completed,Branch
REM0005153,CUST00772,2026-02-03,Nepal,7057.67,49.429173,71.04,Completed,Mobile App
REM0005154,CUST00362,2026-04-08,Egypt,7682.0,19.796983,18.99,Failed,Partner
REM0005155,CUST00693,2026-10-29,Bangladesh,2733.08,37.442997,29.45,Completed,Partner
REM0005156,CUST00951,2025-12-21,India,6221.92,21.708893,59.09,Completed,Mobile App
REM0005157,CUST00064,2026-07-14,Philippines,668.9,2.984988,64.17,Completed,Branch
REM0005158,CUST00290,2026-08-13,Pakistan,4982.17,11.548766,59.64,Completed,Branch
REM0005159,CUST00957,2026-01-30,Nepal,6107.09,78.1978,20.56,Completed,Mobile App
REM0005160,CUST00262,2024-08-21,Philippines,5100.91,67.206361,49.28,Completed,Partner
REM0005161,CUST00010,2024-09-14,Nepal,2838.94,57.518174,45.28,Completed,Mobile App
REM0005162,CUST00847,2026-11-18,India,7029.31,56.386097,57.12,Completed,Branch
REM0005163,CUST00618,2026-02-23,Jordan,6947.72,50.310668,30.95,Completed,Mobile App
REM0005164,CUST00568,2025-07-17,Bangladesh,3611.97,35.46518,64.7,Completed,Branch
REM0005165,CUST00894,2024-09-17,Sri Lanka,6016.79,46.43685,26.08,Completed,Mobile App
REM0005166,CUST00558,2026-06-15,Jordan,4181.02,21.030976,6.7,Failed,Branch
REM0005167,CUST00347,2026-07-15,Nepal,4695.02,71.724627,8.47,Completed,Branch
REM0005168,CUST00838,2024-12-15,Nepal,7143.65,40.188918,48.56,Completed,Branch
REM0005169,CUST00510,2026-01-04,Sri Lanka,4904.11,53.420534,28.39,Completed,Mobile App
REM0005170,CUST00326,2025-02-02,Philippines,7868.96,63.722215,67.23,Completed,Branch
REM0005171,CUST00443,2026-04-17,Pakistan,3921.56,49.322806,21.56,Completed,Partner
REM0005172,CUST00444,2026-09-09,Bangladesh,7230.5,83.648604,10.27,Completed,Partner
REM0005173,CUST00845,2026-09-06,India,4371.58,51.245382,17.2,Completed,Partner
REM0005174,CUST00123,2026-10-13,Bangladesh,485.52,79.708425,20.42,Completed,Branch
REM0005175,CUST00379,2024-06-04,Philippines,5156.77,53.95973,6.59,Completed,Mobile App
REM0005176,CUST00680,2025-08-31,Egypt,3982.68,9.772284,29.78,Completed,Branch
REM0005177,CUST00086,2026-04-17,Nepal,5141.36,44.392713,38.82,Completed,Mobile App
REM0005178,CUST00242,2025-05-16,India,3050.73,2.833595,14.48,Completed,Mobile App
REM0005179,CUST00844,2026-10-01,Sri Lanka,1719.82,69.697598,62.8,Completed,Branch
REM0005180,CUST00222,2025-09-02,Nepal,3697.84,65.349255,44.75,Completed,Mobile App
REM0005181,CUST00973,2026-11-20,India,4071.74,46.608216,32.87,Completed,Branch
REM0005182,CUST00136,2026-02-26,Sri Lanka,3167.39,0.945027,29.02,Completed,Mobile App
REM0005183,CUST00396,2024-12-23,Philippines,4137.18,13.343235,64.2,Completed,Mobile App
REM0005184,CUST00533,2024-01-19,India,5659.21,5.786002,50.71,Completed,Mobile App
REM0005185,CUST00285,2026-07-09,Egypt,4045.54,64.184894,54.36,Completed,Branch
REM0005186,CUST00032,2024-06-10,Philippines,3716.61,69.938711,30.53,Failed,Partner
REM0005187,CUST00402,2026-07-22,Pakistan,4318.46,47.964025,25.22,Completed,Partner
REM0005188,CUST00004,2024-05-10,Egypt,5114.96,4.159532,39.19,Completed,Branch
REM0005189,CUST00729,2024-06-01,Egypt,3463.28,46.785857,26.58,Completed,Branch
REM0005190,CUST00898,2024-11-09,Sri Lanka,5169.71,68.614049,31.36,Completed,Branch
REM0005191,CUST00006,2024-09-18,Jordan,2743.88,80.694339,14.12,Completed,Mobile App
REM0005192,CUST00991,2026-06-07,Egypt,5651.53,61.892427,61.86,Completed,Mobile App
REM0005193,CUST00114,2024-06-12,Jordan,2647.38,43.942499,70.43,Completed,Branch
REM0005194,CUST00409,2026-11-18,India,3546.07,17.215861,13.71,Failed,Partner
REM0005195,CUST00208,2026-03-18,Egypt,988.73,21.52232,13.79,Completed,Partner
REM0005196,CUST00296,2024-04-12,Philippines,6347.76,72.77284,60.33,Completed,Partner
REM0005197,CUST00124,2024-05-17,Pakistan,4368.21,36.156928,8.94,Failed,Branch
REM0005198,CUST00914,2025-01-25,Pakistan,4587.24,72.003531,53.85,Completed,Partner
REM0005199,CUST00113,2025-03-25,Bangladesh,7853.58,72.84042,55.49,Failed,Partner
REM0005200,CUST00339,2025-11-13,Pakistan,7214.15,61.248158,12.51,Completed,Mobile App
REM0005201,CUST00668,2024-02-27,Pakistan,5465.75,50.753012,69.92,Completed,Mobile App
REM0005202,CUST00450,2026-11-09,Pakistan,3849.86,5.193867,5.02,Failed,Mobile App
REM0005203,CUST00810,2026-12-17,Philippines,5419.12,83.301105,14.09,Completed,Partner
REM0005204,CUST00618,2026-12-13,Sri Lanka,2946.52,12.042095,31.86,Completed,Mobile App
REM0005205,CUST00578,2026-07-20,Pakistan,1489.0,5.166341,8.77,Completed,Partner
REM0005206,CUST00480,2026-09-10,India,360.75,77.683263,48.99,Completed,Partner
REM0005207,CUST00539,2025-01-26,Pakistan,677.08,16.505199,33.89,Completed,Partner
REM0005208,CUST00624,2026-09-21,India,1031.66,66.85496,44.21,Completed,Branch
REM0005209,CUST00145,2025-11-29,Pakistan,4501.02,18.35466,5.25,Completed,Partner
REM0005210,CUST00459,2025-05-08,India,1160.69,18.726615,68.45,Failed,Branch
REM0005211,CUST00213,2026-03-22,Bangladesh,4629.99,40.02618,48.44,Completed,Partner
REM0005212,CUST00295,2026-10-14,Jordan,3168.5,76.727897,58.85,Completed,Branch
REM0005213,CUST00591,2025-09-30,Pakistan,7942.67,38.220682,6.39,Completed,Partner
REM0005214,CUST00469,2026-04-15,Philippines,5505.82,43.077776,22.35,Pending,Branch
REM0005215,CUST00278,2024-04-23,India,6294.71,31.06157,68.01,Completed,Partner
REM0005216,CUST00563,2025-07-09,Nepal,3280.88,38.057237,21.28,Completed,Branch
REM0005217,CUST00398,2025-07-14,Philippines,1436.5,84.086538,52.31,Completed,Mobile App
REM0005218,CUST00816,2024-04-14,Nepal,7800.71,72.728944,10.45,Completed,Mobile App
REM0005219,CUST00785,2026-10-10,Nepal,5438.03,19.023267,30.11,Completed,Mobile App
REM0005220,CUST00513,2024-09-30,Jordan,3329.76,73.184697,26.67,Completed,Partner
REM0005221,CUST00126,2026-02-09,Bangladesh,5479.55,58.701987,35.2,Completed,Mobile App
REM0005222,CUST00061,2025-03-10,Bangladesh,6720.64,42.759889,21.74,Completed,Branch
REM0005223,CUST00396,2025-08-25,Sri Lanka,1686.8,23.029708,50.02,Completed,Branch
REM0005224,CUST00503,2024-11-25,Jordan,4644.44,41.077555,27.9,Pending,Partner
REM0005225,CUST00150,2026-02-06,Jordan,4419.82,33.411785,39.28,Completed,Partner
REM0005226,CUST00142,2026-03-28,Jordan,3381.36,47.736374,29.67,Completed,Branch
REM0005227,CUST00352,2026-07-09,Jordan,5824.33,58.287497,51.33,Completed,Partner
REM0005228,CUST00477,2024-12-20,Sri Lanka,2894.41,53.898428,41.8,Completed,Partner
REM0005229,CUST00734,2026-04-26,Bangladesh,1889.4,48.470839,36.39,Completed,Branch
REM0005230,CUST00161,2024-02-18,Philippines,1830.87,18.876722,58.86,Completed,Mobile App
REM0005231,CUST00876,2024-08-07,Egypt,5875.74,0.477326,15.94,Completed,Branch
REM0005232,CUST00590,2025-11-04,Jordan,2464.52,67.209921,9.48,Completed,Partner
REM0005233,CUST00282,2026-08-21,Pakistan,1657.62,2.284891,62.64,Completed,Partner
REM0005234,CUST00153,2024-12-21,India,4709.59,49.399429,42.56,Completed,Partner
REM0005235,CUST00080,2025-06-05,Jordan,3276.1,71.710723,65.43,Completed,Branch
REM0005236,CUST00731,2026-01-17,Pakistan,6262.68,77.804901,51.4,Completed,Mobile App
REM0005237,CUST00818,2025-02-10,India,691.62,66.576079,31.42,Completed,Branch
REM0005238,CUST00797,2026-05-23,Jordan,6625.42,2.008041,19.14,Completed,Mobile App
REM0005239,CUST00658,2024-07-09,Egypt,6649.2,15.966344,19.21,Completed,Mobile App
REM0005240,CUST00695,2025-07-08,Philippines,3828.5,68.862124,9.02,Completed,Mobile App
REM0005241,CUST00397,2026-10-22,Philippines,5523.31,25.386496,32.83,Completed,Branch
REM0005242,CUST00089,2026-06-03,Bangladesh,2074.34,58.067514,24.88,Failed,Partner
REM0005243,CUST00481,2026-04-26,Pakistan,2182.47,56.27647,45.45,Completed,Mobile App
