review_id,customer_id,review_date,review_type,previous_kyc_status,new_kyc_status,reviewer_name,review_decision,review_comments
REV000585,CUST00585,2025-11-22,Initial Review,Approved,Expired,Compliance Officer,Rejected,
REV000586,CUST00586,2026-10-17,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000587,CUST00587,2024-09-04,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000588,CUST00588,2024-10-19,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000589,CUST00589,2026-06-27,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000590,CUST00590,2024-05-23,Initial Review,Pending,Pending,Compliance Officer,Pending,
REV000591,CUST00591,2024-03-18,Initial Review,Pending,Pending,KYC Analyst 1,Pending,
REV000592,CUST00592,2025-11-15,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000593,CUST00593,2026-12-04,Enhanced Review,Expired,Expired,KYC Analyst 2,Escalated,
REV000594,CUST00594,2025-12-27,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000595,CUST00595,2025-06-04,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000596,CUST00596,2026-01-23,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000597,CUST00597,2026-03-15,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000598,CUST00598,2025-08-02,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000599,CUST00599,2026-03-05,Enhanced Review,Approved,Rejected,KYC Analyst 2,Rejected,
REV000600,CUST00600,2024-01-10,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000601,CUST00601,2025-08-05,Enhanced Review,Expired,Pending,KYC Analyst 2,Rejected,
REV000602,CUST00602,2024-04-24,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000603,CUST00603,2024-10-31,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000604,CUST00604,2025-08-21,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000605,CUST00605,2024-09-13,Initial Review,Pending,Rejected,Compliance Officer,Rejected,
REV000606,CUST00606,2024-05-23,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000607,CUST00607,2024-06-23,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000608,CUST00608,2025-05-08,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000609,CUST00609,2026-09-07,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000610,CUST00610,2025-06-13,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000611,CUST00611,2024-07-19,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000612,CUST00612,2025-07-29,Initial Review,Pending,Rejected,Compliance Officer,Pending,
REV000613,CUST00613,2024-10-11,Periodic Review,Pending,Pending,KYC Analyst 2,Pending,
REV000614,CUST00614,2025-05-01,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000615,CUST00615,2025-07-18,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000616,CUST00616,2026-05-09,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000617,CUST00617,2026-05-14,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000618,CUST00618,2026-04-18,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000619,CUST00619,2025-07-19,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000620,CUST00620,2026-01-14,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000621,CUST00621,2026-05-07,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000622,CUST00622,2025-02-11,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000623,CUST00623,2024-07-21,Enhanced Review,Pending,Approved,Compliance Officer,Approved,
REV000624,CUST00624,2024-10-03,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000625,CUST00625,2026-12-06,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000626,CUST00626,2026-07-10,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000627,CUST00627,2024-04-12,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000628,CUST00628,2026-10-05,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000629,CUST00629,2025-05-01,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000630,CUST00630,2025-01-04,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000631,CUST00631,2024-01-14,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000632,CUST00632,2024-11-03,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000633,CUST00633,2026-12-13,Periodic Review,Pending,Pending,KYC Analyst 2,Pending,
REV000634,CUST00634,2024-08-11,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000635,CUST00635,2024-11-29,Periodic Review,Approved,Pending,KYC Analyst 1,Escalated,
REV000636,CUST00636,2026-07-16,Enhanced Review,Pending,Approved,Compliance Officer,Approved,
REV000637,CUST00637,2025-12-27,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000638,CUST00638,2024-08-11,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000639,CUST00639,2026-10-16,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000640,CUST00640,2025-03-20,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000641,CUST00641,2024-08-27,Periodic Review,Expired,Rejected,Compliance Officer,Pending,
REV000642,CUST00642,2026-07-18,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000643,CUST00643,2026-12-20,Enhanced Review,Approved,Pending,KYC Analyst 2,Escalated,
REV000644,CUST00644,2026-08-28,Enhanced Review,Expired,Pending,KYC Analyst 2,Pending,
REV000645,CUST00645,2026-08-12,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000646,CUST00646,2024-08-30,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000647,CUST00647,2025-03-03,Enhanced Review,Pending,Approved,Compliance Officer,Approved,
REV000648,CUST00648,2024-12-18,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000649,CUST00649,2025-01-16,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000650,CUST00650,2025-09-05,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000651,CUST00651,2026-12-29,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000652,CUST00652,2025-12-22,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000653,CUST00653,2024-08-23,Periodic Review,Approved,Pending,Compliance Officer,Escalated,
REV000654,CUST00654,2025-03-06,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000655,CUST00655,2025-10-30,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000656,CUST00656,2024-05-06,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000657,CUST00657,2026-10-04,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000658,CUST00658,2025-01-15,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000659,CUST00659,2026-01-08,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000660,CUST00660,2025-03-08,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000661,CUST00661,2026-03-22,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000662,CUST00662,2026-05-01,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000663,CUST00663,2026-06-25,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000664,CUST00664,2026-09-04,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000665,CUST00665,2025-07-05,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000666,CUST00666,2026-11-22,Periodic Review,Approved,Rejected,Compliance Officer,Rejected,
REV000667,CUST00667,2024-07-10,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000668,CUST00668,2025-08-14,Enhanced Review,Approved,Rejected,Compliance Officer,Rejected,
REV000669,CUST00669,2024-08-10,Initial Review,Pending,Pending,KYC Analyst 1,Escalated,
REV000670,CUST00670,2026-08-04,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000671,CUST00671,2024-10-08,Enhanced Review,Pending,Approved,Compliance Officer,Approved,
REV000672,CUST00672,2026-07-24,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000673,CUST00673,2026-01-03,Initial Review,Expired,Pending,Compliance Officer,Rejected,
REV000674,CUST00674,2026-12-20,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000675,CUST00675,2026-01-29,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000676,CUST00676,2024-05-06,Initial Review,Expired,Rejected,KYC Analyst 2,Escalated,
REV000677,CUST00677,2026-04-08,Enhanced Review,Expired,Rejected,Compliance Officer,Pending,
REV000678,CUST00678,2026-02-06,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000679,CUST00679,2026-09-03,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000680,CUST00680,2024-02-29,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000681,CUST00681,2026-06-14,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000682,CUST00682,2024-12-13,Enhanced Review,Expired,Expired,Compliance Officer,Escalated,
REV000683,CUST00683,2026-01-26,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000684,CUST00684,2026-01-22,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000685,CUST00685,2025-07-28,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000686,CUST00686,2025-12-10,Initial Review,Pending,Pending,Compliance Officer,Pending,
REV000687,CUST00687,2026-01-18,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000688,CUST00688,2026-04-21,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000689,CUST00689,2024-06-12,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000690,CUST00690,2025-12-11,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000691,CUST00691,2025-07-29,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000692,CUST00692,2025-05-19,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000693,CUST00693,2024-10-25,Periodic Review,Pending,Pending,KYC Analyst 2,Pending,
REV000694,CUST00694,2024-12-02,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000695,CUST00695,2025-03-10,Periodic Review,Approved,Rejected,KYC Analyst 1,Pending,
REV000696,CUST00696,2025-12-16,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000697,CUST00697,2025-07-21,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000698,CUST00698,2024-01-15,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000699,CUST00699,2026-02-21,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000700,CUST00700,2025-01-30,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000701,CUST00701,2026-02-09,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000702,CUST00702,2026-03-20,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000703,CUST00703,2025-11-24,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000704,CUST00704,2026-07-08,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000705,CUST00705,2024-07-16,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000706,CUST00706,2025-01-24,Initial Review,Approved,Pending,Compliance Officer,Pending,
REV000707,CUST00707,2026-02-18,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000708,CUST00708,2024-03-04,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000709,CUST00709,2026-11-27,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000710,CUST00710,2024-05-13,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000711,CUST00711,2026-05-05,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000712,CUST00712,2026-08-28,Initial Review,Expired,Rejected,KYC Analyst 1,Rejected,
REV000713,CUST00713,2025-02-24,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000714,CUST00714,2024-07-15,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000715,CUST00715,2026-09-14,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000716,CUST00716,2024-06-29,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000717,CUST00717,2026-06-03,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000718,CUST00718,2026-09-28,Enhanced Review,Pending,Expired,KYC Analyst 2,Rejected,
REV000719,CUST00719,2026-10-16,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000720,CUST00720,2025-09-03,Initial Review,Pending,Rejected,Compliance Officer,Pending,
REV000721,CUST00721,2026-03-30,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000722,CUST00722,2024-07-27,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000723,CUST00723,2025-09-06,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000724,CUST00724,2025-08-05,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000725,CUST00725,2026-04-16,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000726,CUST00726,2025-06-08,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000727,CUST00727,2024-09-28,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000728,CUST00728,2026-07-05,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000729,CUST00729,2025-09-09,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000730,CUST00730,2025-06-23,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000731,CUST00731,2024-01-27,Initial Review,Pending,Expired,KYC Analyst 2,Escalated,
REV000732,CUST00732,2026-02-04,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000733,CUST00733,2026-12-06,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000734,CUST00734,2026-08-22,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000735,CUST00735,2026-11-19,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000736,CUST00736,2026-05-19,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000737,CUST00737,2024-08-18,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000738,CUST00738,2025-07-29,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000739,CUST00739,2025-12-24,Periodic Review,Approved,Expired,KYC Analyst 2,Rejected,
REV000740,CUST00740,2025-12-27,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000741,CUST00741,2026-05-18,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000742,CUST00742,2026-01-24,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000743,CUST00743,2025-11-28,Enhanced Review,Pending,Pending,KYC Analyst 1,Rejected,
REV000744,CUST00744,2026-11-26,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000745,CUST00745,2025-10-17,Initial Review,Approved,Pending,Compliance Officer,Rejected,
REV000746,CUST00746,2025-04-11,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000747,CUST00747,2026-05-02,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000748,CUST00748,2025-01-08,Enhanced Review,Pending,Approved,Compliance Officer,Approved,
REV000749,CUST00749,2025-12-02,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000750,CUST00750,2024-06-24,Initial Review,Approved,Pending,Compliance Officer,Rejected,
REV000751,CUST00751,2026-10-20,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000752,CUST00752,2026-08-10,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000753,CUST00753,2025-10-15,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000754,CUST00754,2026-02-26,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000755,CUST00755,2024-03-20,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000756,CUST00756,2026-11-04,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000757,CUST00757,2024-12-23,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000758,CUST00758,2024-07-11,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000759,CUST00759,2024-12-31,Enhanced Review,Approved,Pending,Compliance Officer,Pending,
REV000760,CUST00760,2025-09-14,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000761,CUST00761,2026-10-23,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000762,CUST00762,2025-07-26,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000763,CUST00763,2026-12-07,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000764,CUST00764,2026-12-29,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000765,CUST00765,2024-12-30,Enhanced Review,Pending,Pending,Compliance Officer,Escalated,
REV000766,CUST00766,2026-12-09,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000767,CUST00767,2025-11-11,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000768,CUST00768,2024-07-12,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000769,CUST00769,2026-09-18,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000770,CUST00770,2025-12-10,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000771,CUST00771,2025-10-24,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000772,CUST00772,2024-05-28,Initial Review,Expired,Pending,Compliance Officer,Rejected,
REV000773,CUST00773,2025-12-15,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000774,CUST00774,2026-11-22,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000775,CUST00775,2024-10-24,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000776,CUST00776,2024-05-06,Enhanced Review,Approved,Expired,KYC Analyst 1,Rejected,
REV000777,CUST00777,2026-07-04,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000778,CUST00778,2024-06-28,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000779,CUST00779,2026-05-07,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000780,CUST00780,2024-07-21,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000781,CUST00781,2026-08-26,Periodic Review,Expired,Pending,Compliance Officer,Escalated,
REV000782,CUST00782,2026-02-20,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000783,CUST00783,2025-02-22,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000784,CUST00784,2025-02-05,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000785,CUST00785,2026-10-20,Periodic Review,Pending,Pending,KYC Analyst 1,Rejected,
REV000786,CUST00786,2025-05-15,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000787,CUST00787,2025-09-28,Enhanced Review,Expired,Pending,Compliance Officer,Rejected,
REV000788,CUST00788,2026-05-08,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000789,CUST00789,2024-03-16,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000790,CUST00790,2024-10-10,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000791,CUST00791,2026-06-04,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000792,CUST00792,2024-08-28,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000793,CUST00793,2024-12-21,Enhanced Review,Expired,Pending,KYC Analyst 1,Rejected,
REV000794,CUST00794,2025-07-09,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000795,CUST00795,2026-12-04,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000796,CUST00796,2026-06-22,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000797,CUST00797,2024-06-09,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000798,CUST00798,2025-08-20,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000799,CUST00799,2024-03-06,Enhanced Review,Pending,Pending,KYC Analyst 2,Pending,
REV000800,CUST00800,2024-05-18,Initial Review,Expired,Pending,KYC Analyst 1,Rejected,
REV000801,CUST00801,2024-03-19,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000802,CUST00802,2025-11-12,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000803,CUST00803,2024-08-18,Initial Review,Approved,Pending,KYC Analyst 2,Rejected,
REV000804,CUST00804,2025-09-04,Enhanced Review,Expired,Expired,KYC Analyst 1,Escalated,
REV000805,CUST00805,2025-07-10,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000806,CUST00806,2026-03-03,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000807,CUST00807,2025-09-23,Periodic Review,Approved,Pending,KYC Analyst 1,Pending,
REV000808,CUST00808,2024-02-03,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000809,CUST00809,2026-07-31,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000810,CUST00810,2026-05-07,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000811,CUST00811,2024-07-09,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000812,CUST00812,2024-01-11,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000813,CUST00813,2024-05-27,Initial Review,Approved,Pending,KYC Analyst 1,Escalated,
REV000814,CUST00814,2024-08-17,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000815,CUST00815,2024-03-01,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000816,CUST00816,2026-07-26,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000817,CUST00817,2024-05-14,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000818,CUST00818,2025-09-14,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000819,CUST00819,2025-12-25,Periodic Review,Pending,Rejected,KYC Analyst 2,Escalated,
REV000820,CUST00820,2026-06-21,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000821,CUST00821,2026-08-08,Enhanced Review,Pending,Rejected,KYC Analyst 1,Rejected,
REV000822,CUST00822,2026-12-15,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000823,CUST00823,2025-02-21,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000824,CUST00824,2024-10-30,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000825,CUST00825,2026-12-14,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000826,CUST00826,2024-04-21,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000827,CUST00827,2024-05-13,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000828,CUST00828,2024-05-11,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000829,CUST00829,2024-10-25,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000830,CUST00830,2025-11-25,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000831,CUST00831,2025-09-19,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000832,CUST00832,2024-10-02,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000833,CUST00833,2026-12-05,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000834,CUST00834,2025-03-26,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000835,CUST00835,2024-11-07,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000836,CUST00836,2024-10-18,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000837,CUST00837,2024-10-18,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000838,CUST00838,2026-06-18,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000839,CUST00839,2025-05-03,Initial Review,Pending,Pending,KYC Analyst 2,Rejected,
REV000840,CUST00840,2024-01-25,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000841,CUST00841,2025-04-05,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000842,CUST00842,2025-07-14,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000843,CUST00843,2024-05-03,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000844,CUST00844,2026-07-06,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000845,CUST00845,2026-07-06,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000846,CUST00846,2025-06-06,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000847,CUST00847,2026-01-02,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000848,CUST00848,2025-11-04,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000849,CUST00849,2025-06-03,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000850,CUST00850,2024-04-17,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000851,CUST00851,2026-11-28,Enhanced Review,Pending,Pending,KYC Analyst 1,Rejected,
REV000852,CUST00852,2024-10-14,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000853,CUST00853,2024-12-09,Enhanced Review,Pending,Pending,KYC Analyst 1,Rejected,
REV000854,CUST00854,2024-11-07,Initial Review,Pending,Pending,Compliance Officer,Escalated,
REV000855,CUST00855,2024-08-08,Periodic Review,Pending,Pending,KYC Analyst 2,Pending,
REV000856,CUST00856,2025-08-10,Periodic Review,Approved,Rejected,KYC Analyst 1,Pending,
REV000857,CUST00857,2026-11-19,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000858,CUST00858,2026-06-22,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000859,CUST00859,2024-05-10,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000860,CUST00860,2025-09-11,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000861,CUST00861,2025-09-20,Initial Review,Pending,Pending,KYC Analyst 1,Escalated,
REV000862,CUST00862,2025-06-20,Enhanced Review,Pending,Expired,KYC Analyst 1,Pending,
REV000863,CUST00863,2024-04-18,Enhanced Review,Expired,Pending,KYC Analyst 1,Pending,
REV000864,CUST00864,2024-12-01,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000865,CUST00865,2026-01-23,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000866,CUST00866,2025-04-06,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000867,CUST00867,2026-08-05,Enhanced Review,Pending,Pending,KYC Analyst 2,Rejected,
REV000868,CUST00868,2025-03-31,Enhanced Review,Expired,Expired,Compliance Officer,Escalated,
REV000869,CUST00869,2026-07-12,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000870,CUST00870,2026-05-02,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000871,CUST00871,2025-01-21,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000872,CUST00872,2025-02-01,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000873,CUST00873,2024-02-26,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000874,CUST00874,2024-01-30,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000875,CUST00875,2024-07-26,Periodic Review,Approved,Expired,KYC Analyst 1,Pending,
REV000876,CUST00876,2024-07-21,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000877,CUST00877,2025-11-07,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000878,CUST00878,2024-12-29,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
