employment_id,customer_id,employment_status,employer_name,job_title,industry,monthly_income,salary_transfer_bank,length_of_employment_months,source_of_funds,source_of_wealth,monthly_liabilities
EMP000466,CUST00466,Employed,Emirates Group,Manager,Banking,38364.05,ADIB,124,Salary,Employment Income,5337.79
EMP000467,CUST00467,Employed,Metro LLC,Sales Executive,Hospitality,14114.33,Dubai Islamic Bank,97,Salary,Employment Income,1663.56
EMP000468,CUST00468,Employed,Global Holdings,Software Developer,Education,38565.33,Mashreq,85,Salary,Employment Income,12104.86
EMP000469,CUST00469,Employed,Prime Holdings,Business Owner,Construction,12746.94,Dubai Islamic Bank,61,Salary,Employment Income,783.76
EMP000470,CUST00470,Employed,Prime Holdings,Business Owner,Healthcare,23592.28,Mashreq,116,Salary,Employment Income,5280.41
EMP000471,CUST00471,Employed,Gulf Trading,Driver,Real Estate,33515.52,ADCB,157,Salary,Employment Income,5330.23
EMP000472,CUST00472,Employed,Gulf Group,Teacher,Real Estate,8238.45,Emirates NBD,63,Salary,Employment Income,1535.65
EMP000473,CUST00473,Self-Employed,Self-Employed,Business Owner,Construction,53750.7,Dubai Islamic Bank,97,Business Income,Business Ownership,23939.19
EMP000474,CUST00474,Employed,Prime LLC,Accountant,Real Estate,29377.86,Mashreq,57,Salary,Employment Income,5666.71
EMP000475,CUST00475,Employed,Prime Trading,Technician,Hospitality,41195.27,Emirates NBD,46,Salary,Employment Income,3494.55
EMP000476,CUST00476,Employed,Prime Services,Engineer,Technology,15929.51,FAB,170,Salary,Employment Income,2616.98
EMP000477,CUST00477,Employed,Emirates Group,Driver,Real Estate,4956.91,FAB,18,Salary,Employment Income,1242.62
EMP000478,CUST00478,Unemployed,,Unemployed,,1819.63,,0,Business Income,Employment Income,221.24
EMP000479,CUST00479,Employed,Al Noor Services,Technician,Logistics,10456.58,ADIB,154,Salary,Employment Income,1906.66
EMP000480,CUST00480,Self-Employed,Self-Employed,Business Owner,Technology,52532.36,ADIB,98,Business Income,Business Ownership,23537.04
EMP000481,CUST00481,Employed,Prime Group,Business Owner,Hospitality,40738.11,ADIB,42,Salary,Employment Income,7418.54
EMP000482,CUST00482,Employed,Global Holdings,Nurse,Technology,42669.87,Mashreq,154,Salary,Employment Income,16567.89
EMP000483,CUST00483,Employed,Al Noor Services,Engineer,Logistics,31046.54,Dubai Islamic Bank,165,Salary,Employment Income,12825.68
EMP000484,CUST00484,Employed,Prime Group,Engineer,Healthcare,27066.92,Dubai Islamic Bank,104,Salary,Employment Income,6727.22
EMP000485,CUST00485,Employed,Metro Holdings,Accountant,Construction,27976.83,Emirates NBD,60,Salary,Employment Income,8838.14
EMP000486,CUST00486,Employed,Gulf Trading,Business Owner,Education,5559.94,Emirates NBD,90,Salary,Employment Income,1546.44
EMP000487,CUST00487,Employed,Emirates LLC,Software Developer,Hospitality,9285.02,Mashreq,84,Salary,Employment Income,1286.44
EMP000488,CUST00488,Employed,Global Services,Software Developer,Logistics,17969.06,Mashreq,66,Salary,Employment Income,3297.03
EMP000489,CUST00489,Employed,Al Noor Services,Manager,Construction,21106.45,Emirates NBD,72,Salary,Employment Income,1558.08
EMP000490,CUST00490,Employed,Emirates Services,Nurse,Technology,4919.3,Emirates NBD,20,Salary,Employment Income,1283.37
EMP000491,CUST00491,Employed,Prime Services,Business Owner,Construction,24337.08,ADIB,100,Salary,Employment Income,9997.03
EMP000492,CUST00492,Unemployed,,Unemployed,,2679.3,,0,Business Income,Business Ownership,555.86
EMP000493,CUST00493,Employed,Metro Trading,Technician,Retail,8198.79,Mashreq,15,Salary,Employment Income,3664.48
EMP000494,CUST00494,Employed,Global Services,Accountant,Government,37959.15,FAB,77,Salary,Employment Income,6170.21
EMP000495,CUST00495,Employed,Prime LLC,Accountant,Construction,16355.84,ADIB,7,Salary,Employment Income,4942.48
EMP000496,CUST00496,Student,,Student,Education,1435.81,,0,Family Support,Family Support,135.32
EMP000497,CUST00497,Employed,Emirates Trading,Accountant,Real Estate,5979.45,ADCB,109,Salary,Employment Income,1460.24
EMP000498,CUST00498,Unemployed,,Unemployed,,2795.41,,0,Family Support,Investments,656.74
EMP000499,CUST00499,Employed,Al Noor LLC,Manager,Education,38985.78,FAB,92,Salary,Employment Income,6608.79
EMP000500,CUST00500,Employed,Al Noor Holdings,Sales Executive,Real Estate,6385.08,FAB,67,Salary,Employment Income,835.28
EMP000501,CUST00501,Self-Employed,Self-Employed,Business Owner,Retail,52480.76,Emirates NBD,41,Business Income,Business Ownership,14265.24
EMP000502,CUST00502,Employed,Emirates Services,Accountant,Government,16920.5,Dubai Islamic Bank,37,Salary,Employment Income,2146.47
EMP000503,CUST00503,Employed,Gulf Services,Driver,Retail,30764.85,FAB,170,Salary,Employment Income,7937.6
EMP000504,CUST00504,Employed,Prime Trading,Engineer,Technology,36204.1,FAB,7,Salary,Employment Income,8068.66
EMP000505,CUST00505,Self-Employed,Self-Employed,Business Owner,Technology,33622.93,Mashreq,78,Business Income,Business Ownership,14215.29
EMP000506,CUST00506,Employed,Global Group,Nurse,Government,44962.07,Mashreq,114,Salary,Employment Income,5075.08
EMP000507,CUST00507,Student,,Student,Education,5522.35,,0,Family Support,Family Support,463.95
EMP000508,CUST00508,Employed,Global Group,Engineer,Logistics,44346.89,ADIB,151,Salary,Employment Income,10263.85
EMP000509,CUST00509,Employed,Gulf LLC,Software Developer,Hospitality,27908.42,Mashreq,46,Salary,Employment Income,5245.41
EMP000510,CUST00510,Employed,Global Group,Business Owner,Real Estate,10465.01,ADCB,119,Salary,Employment Income,2457.59
EMP000511,CUST00511,Employed,Emirates Holdings,Nurse,Government,19343.82,Dubai Islamic Bank,157,Salary,Employment Income,7884.63
EMP000512,CUST00512,Employed,Global Holdings,Nurse,Real Estate,40503.88,FAB,24,Salary,Employment Income,8248.1
EMP000513,CUST00513,Self-Employed,Self-Employed,Business Owner,Retail,46371.27,ADIB,186,Business Income,Business Ownership,19252.23
EMP000514,CUST00514,Employed,Prime Group,Nurse,Technology,38284.65,FAB,85,Salary,Employment Income,4125.24
EMP000515,CUST00515,Self-Employed,Self-Employed,Business Owner,Education,7372.02,Emirates NBD,100,Business Income,Business Ownership,1300.75
EMP000516,CUST00516,Student,,Student,Education,5891.47,,0,Family Support,Family Support,1035.55
EMP000517,CUST00517,Self-Employed,Self-Employed,Business Owner,Government,30667.89,FAB,90,Business Income,Business Ownership,6594.84
EMP000518,CUST00518,Student,,Student,Education,4937.32,,0,Family Support,Family Support,495.81
EMP000519,CUST00519,Employed,Global Group,Accountant,Retail,24010.78,ADIB,80,Salary,Employment Income,4809.36
EMP000520,CUST00520,Student,,Student,Education,4743.05,,0,Family Support,Family Support,584.41
EMP000521,CUST00521,Self-Employed,Self-Employed,Business Owner,Construction,33681.7,ADIB,93,Business Income,Business Ownership,17065.3
EMP000522,CUST00522,Self-Employed,Self-Employed,Business Owner,Banking,64177.96,Emirates NBD,210,Business Income,Business Ownership,26379.49
EMP000523,CUST00523,Employed,Global Trading,Technician,Healthcare,22918.47,FAB,111,Salary,Employment Income,1539.14
EMP000524,CUST00524,Employed,Emirates Group,Accountant,Logistics,20957.82,Dubai Islamic Bank,161,Salary,Employment Income,2116.76
EMP000525,CUST00525,Employed,Al Noor Group,Technician,Hospitality,7599.92,ADCB,127,Salary,Employment Income,1429.73
EMP000526,CUST00526,Employed,Global Services,Engineer,Government,33419.87,Mashreq,128,Salary,Employment Income,10858.33
EMP000527,CUST00527,Employed,Al Noor Trading,Manager,Technology,41737.47,Dubai Islamic Bank,133,Salary,Employment Income,3259.47
EMP000528,CUST00528,Employed,Global Group,Driver,Technology,23191.94,ADIB,109,Salary,Employment Income,1910.56
EMP000529,CUST00529,Employed,Metro Group,Accountant,Real Estate,26946.8,ADCB,110,Salary,Employment Income,11417.06
EMP000530,CUST00530,Employed,Global Trading,Driver,Real Estate,14286.25,FAB,83,Salary,Employment Income,1396.73
EMP000531,CUST00531,Employed,Gulf Services,Teacher,Real Estate,39408.36,FAB,109,Salary,Employment Income,17484.0
EMP000532,CUST00532,Employed,Al Noor Trading,Business Owner,Construction,14692.76,FAB,104,Salary,Employment Income,4301.99
EMP000533,CUST00533,Employed,Emirates LLC,Software Developer,Logistics,9275.03,ADIB,82,Salary,Employment Income,2534.1
EMP000534,CUST00534,Self-Employed,Self-Employed,Business Owner,Real Estate,62273.39,Mashreq,147,Business Income,Business Ownership,14751.17
EMP000535,CUST00535,Employed,Metro Holdings,Manager,Healthcare,34900.24,Emirates NBD,149,Salary,Employment Income,7676.06
EMP000536,CUST00536,Employed,Prime Trading,Nurse,Healthcare,18247.68,Mashreq,149,Salary,Employment Income,7299.46
EMP000537,CUST00537,Unemployed,,Unemployed,,541.29,,0,Investment Income,Savings,68.52
EMP000538,CUST00538,Employed,Gulf Services,Technician,Education,4177.3,Mashreq,153,Salary,Employment Income,1740.62
EMP000539,CUST00539,Self-Employed,Self-Employed,Business Owner,Technology,13967.56,ADCB,33,Business Income,Business Ownership,6130.58
EMP000540,CUST00540,Employed,Prime Services,Technician,Banking,37845.31,Dubai Islamic Bank,95,Salary,Employment Income,11994.8
EMP000541,CUST00541,Employed,Prime Services,Engineer,Healthcare,19920.57,Emirates NBD,108,Salary,Employment Income,2498.54
EMP000542,CUST00542,Employed,Global Group,Technician,Logistics,12449.49,FAB,103,Salary,Employment Income,3711.65
EMP000543,CUST00543,Employed,Metro Group,Sales Executive,Banking,35420.4,FAB,5,Salary,Employment Income,13645.3
EMP000544,CUST00544,Employed,Global Services,Technician,Healthcare,12900.61,Emirates NBD,58,Salary,Employment Income,4527.58
EMP000545,CUST00545,Employed,Global LLC,Nurse,Technology,25474.2,ADCB,86,Salary,Employment Income,2571.11
EMP000546,CUST00546,Self-Employed,Self-Employed,Business Owner,Technology,56583.93,Emirates NBD,35,Business Income,Business Ownership,19835.79
EMP000547,CUST00547,Employed,Emirates Holdings,Accountant,Technology,10201.12,ADIB,152,Salary,Employment Income,1854.63
EMP000548,CUST00548,Employed,Emirates Trading,Business Owner,Hospitality,20936.23,ADCB,169,Salary,Employment Income,9151.42
EMP000549,CUST00549,Student,,Student,Education,4550.85,,0,Family Support,Family Support,85.45
EMP000550,CUST00550,Student,,Student,Education,3512.58,,0,Family Support,Family Support,55.22
EMP000551,CUST00551,Employed,Emirates LLC,Manager,Technology,28718.75,Mashreq,61,Salary,Employment Income,5942.29
EMP000552,CUST00552,Self-Employed,Self-Employed,Business Owner,Logistics,45850.62,ADCB,135,Business Income,Business Ownership,6104.41
EMP000553,CUST00553,Employed,Al Noor Holdings,Business Owner,Education,20979.98,FAB,5,Salary,Employment Income,2664.41
EMP000554,CUST00554,Unemployed,,Unemployed,,1474.01,,0,Salary,Business Ownership,295.32
EMP000555,CUST00555,Employed,Gulf Services,Technician,Hospitality,44503.46,ADCB,91,Salary,Employment Income,13492.41
EMP000556,CUST00556,Employed,Global Services,Engineer,Education,34432.91,ADIB,90,Salary,Employment Income,3459.05
EMP000557,CUST00557,Employed,Al Noor LLC,Technician,Retail,43067.02,Dubai Islamic Bank,164,Salary,Employment Income,8050.15
EMP000558,CUST00558,Self-Employed,Self-Employed,Business Owner,Healthcare,59184.99,Emirates NBD,100,Business Income,Business Ownership,16646.59
EMP000559,CUST00559,Employed,Gulf Services,Manager,Hospitality,6525.09,ADCB,75,Salary,Employment Income,2542.74
EMP000560,CUST00560,Employed,Metro Trading,Business Owner,Hospitality,36614.81,ADCB,156,Salary,Employment Income,15835.18
EMP000561,CUST00561,Employed,Emirates Trading,Sales Executive,Hospitality,24614.18,Emirates NBD,73,Salary,Employment Income,7011.12
EMP000562,CUST00562,Employed,Metro Trading,Teacher,Technology,20959.89,ADIB,24,Salary,Employment Income,4470.41
EMP000563,CUST00563,Employed,Al Noor Services,Business Owner,Construction,20971.17,ADCB,102,Salary,Employment Income,1958.88
EMP000564,CUST00564,Employed,Al Noor Holdings,Accountant,Construction,17439.37,Dubai Islamic Bank,81,Salary,Employment Income,4791.63
EMP000565,CUST00565,Employed,Emirates Group,Driver,Logistics,35926.54,Mashreq,107,Salary,Employment Income,14204.51
EMP000566,CUST00566,Employed,Metro Holdings,Manager,Hospitality,40137.83,ADIB,90,Salary,Employment Income,2271.09
EMP000567,CUST00567,Self-Employed,Self-Employed,Business Owner,Banking,62540.25,ADIB,235,Business Income,Business Ownership,22650.78
EMP000568,CUST00568,Employed,Al Noor LLC,Technician,Government,19067.67,ADCB,39,Salary,Employment Income,8169.27
EMP000569,CUST00569,Employed,Global Group,Software Developer,Healthcare,30698.09,Mashreq,6,Salary,Employment Income,12877.02
EMP000570,CUST00570,Employed,Emirates LLC,Accountant,Technology,15675.86,Mashreq,30,Salary,Employment Income,4307.23
EMP000571,CUST00571,Employed,Gulf Holdings,Technician,Government,13419.37,Emirates NBD,115,Salary,Employment Income,1399.97
EMP000572,CUST00572,Employed,Emirates Services,Business Owner,Government,5191.78,Emirates NBD,20,Salary,Employment Income,587.59
EMP000573,CUST00573,Self-Employed,Self-Employed,Business Owner,Technology,43403.93,Mashreq,224,Business Income,Business Ownership,13651.89
EMP000574,CUST00574,Unemployed,,Unemployed,,1328.63,,0,Salary,Business Ownership,257.83
EMP000575,CUST00575,Employed,Metro Services,Manager,Hospitality,35748.14,Mashreq,126,Salary,Employment Income,1801.15
EMP000576,CUST00576,Employed,Global Trading,Driver,Technology,27751.51,ADIB,86,Salary,Employment Income,6831.13
EMP000577,CUST00577,Employed,Emirates Holdings,Manager,Logistics,39341.35,Mashreq,11,Salary,Employment Income,6965.73
EMP000578,CUST00578,Employed,Metro Services,Sales Executive,Technology,22474.25,FAB,155,Salary,Employment Income,1174.39
EMP000579,CUST00579,Student,,Student,Education,5972.84,,0,Family Support,Family Support,323.19
EMP000580,CUST00580,Employed,Metro LLC,Teacher,Banking,26539.81,FAB,135,Salary,Employment Income,11604.33
EMP000581,CUST00581,Employed,Emirates Group,Teacher,Retail,9104.99,ADCB,153,Salary,Employment Income,3371.77
EMP000582,CUST00582,Employed,Emirates Group,Nurse,Logistics,40170.1,Dubai Islamic Bank,15,Salary,Employment Income,13037.94
EMP000583,CUST00583,Employed,Al Noor Trading,Sales Executive,Education,25142.9,Mashreq,34,Salary,Employment Income,9624.53
EMP000584,CUST00584,Employed,Global Trading,Accountant,Banking,23140.68,Emirates NBD,151,Salary,Employment Income,7372.83
EMP000585,CUST00585,Unemployed,,Unemployed,,2775.65,,0,Family Support,Business Ownership,432.21
EMP000586,CUST00586,Student,,Student,Education,2288.17,,0,Family Support,Family Support,201.83
EMP000587,CUST00587,Self-Employed,Self-Employed,Business Owner,Education,21602.93,ADIB,133,Business Income,Business Ownership,4911.98
EMP000588,CUST00588,Self-Employed,Self-Employed,Business Owner,Healthcare,54453.96,Dubai Islamic Bank,168,Business Income,Business Ownership,29200.26
EMP000589,CUST00589,Employed,Emirates Trading,Software Developer,Government,15328.07,FAB,150,Salary,Employment Income,3083.78
EMP000590,CUST00590,Employed,Gulf Services,Accountant,Hospitality,12980.44,FAB,35,Salary,Employment Income,5490.8
EMP000591,CUST00591,Employed,Global Services,Driver,Retail,14377.88,Emirates NBD,25,Salary,Employment Income,6277.24
EMP000592,CUST00592,Employed,Al Noor Holdings,Nurse,Banking,5715.83,Dubai Islamic Bank,78,Salary,Employment Income,665.44
EMP000593,CUST00593,Employed,Emirates Group,Software Developer,Logistics,6585.19,Dubai Islamic Bank,162,Salary,Employment Income,2274.08
EMP000594,CUST00594,Employed,Emirates Services,Teacher,Government,33876.61,Dubai Islamic Bank,117,Salary,Employment Income,10899.89
EMP000595,CUST00595,Unemployed,,Unemployed,,1167.57,,0,Family Support,Savings,348.08
EMP000596,CUST00596,Employed,Global Holdings,Software Developer,Hospitality,10778.07,Emirates NBD,54,Salary,Employment Income,3906.4
EMP000597,CUST00597,Self-Employed,Self-Employed,Business Owner,Healthcare,8051.79,Dubai Islamic Bank,162,Business Income,Business Ownership,3769.43
EMP000598,CUST00598,Employed,Prime Group,Nurse,Healthcare,12932.57,Emirates NBD,138,Salary,Employment Income,1163.52
EMP000599,CUST00599,Employed,Global Holdings,Teacher,Real Estate,13791.55,ADIB,117,Salary,Employment Income,4582.35
EMP000600,CUST00600,Employed,Emirates Holdings,Engineer,Banking,34836.53,Mashreq,34,Salary,Employment Income,6594.57
EMP000601,CUST00601,Employed,Al Noor Trading,Teacher,Healthcare,7273.64,Emirates NBD,22,Salary,Employment Income,2728.22
EMP000602,CUST00602,Employed,Prime LLC,Manager,Logistics,6315.7,Mashreq,21,Salary,Employment Income,1813.66
EMP000603,CUST00603,Unemployed,,Unemployed,,2346.71,,0,Business Income,Savings,615.71
EMP000604,CUST00604,Employed,Prime Group,Technician,Education,10399.5,Emirates NBD,94,Salary,Employment Income,2614.36
EMP000605,CUST00605,Self-Employed,Self-Employed,Business Owner,Banking,18699.08,ADCB,112,Business Income,Business Ownership,1978.96
EMP000606,CUST00606,Employed,Gulf Holdings,Engineer,Education,25724.44,Dubai Islamic Bank,123,Salary,Employment Income,8102.07
EMP000607,CUST00607,Employed,Prime Trading,Teacher,Technology,17268.8,FAB,150,Salary,Employment Income,6676.31
EMP000608,CUST00608,Employed,Al Noor Trading,Nurse,Hospitality,14609.31,ADCB,118,Salary,Employment Income,2813.16
EMP000609,CUST00609,Employed,Al Noor Group,Business Owner,Government,22179.5,ADCB,85,Salary,Employment Income,2346.55
EMP000610,CUST00610,Employed,Metro Holdings,Accountant,Retail,38588.98,Dubai Islamic Bank,96,Salary,Employment Income,16566.7
EMP000611,CUST00611,Self-Employed,Self-Employed,Business Owner,Retail,13490.62,FAB,194,Business Income,Business Ownership,3976.38
EMP000612,CUST00612,Student,,Student,Education,4936.73,,0,Family Support,Family Support,536.57
EMP000613,CUST00613,Employed,Prime Group,Manager,Logistics,17110.45,Emirates NBD,169,Salary,Employment Income,3376.02
EMP000614,CUST00614,Employed,Metro Trading,Software Developer,Government,34787.16,ADCB,132,Salary,Employment Income,11970.02
EMP000615,CUST00615,Unemployed,,Unemployed,,2578.44,,0,Business Income,Employment Income,335.65
EMP000616,CUST00616,Employed,Prime Group,Business Owner,Technology,11276.58,Emirates NBD,66,Salary,Employment Income,4721.46
EMP000617,CUST00617,Employed,Al Noor LLC,Teacher,Healthcare,34567.37,ADCB,141,Salary,Employment Income,9721.5
EMP000618,CUST00618,Employed,Al Noor Services,Nurse,Hospitality,29570.39,Mashreq,16,Salary,Employment Income,5488.29
EMP000619,CUST00619,Employed,Al Noor LLC,Business Owner,Construction,40105.89,Mashreq,52,Salary,Employment Income,10594.6
EMP000620,CUST00620,Employed,Emirates Group,Engineer,Logistics,30233.28,Emirates NBD,99,Salary,Employment Income,2843.16
EMP000621,CUST00621,Employed,Emirates Holdings,Manager,Real Estate,31540.47,Mashreq,67,Salary,Employment Income,7650.48
EMP000622,CUST00622,Self-Employed,Self-Employed,Business Owner,Healthcare,18331.38,ADIB,126,Business Income,Business Ownership,2035.95
EMP000623,CUST00623,Employed,Al Noor LLC,Business Owner,Logistics,18126.24,ADIB,50,Salary,Employment Income,3902.28
EMP000624,CUST00624,Employed,Emirates Trading,Software Developer,Construction,44625.96,ADCB,149,Salary,Employment Income,19214.55
EMP000625,CUST00625,Employed,Emirates Services,Engineer,Government,36561.61,ADIB,3,Salary,Employment Income,14508.24
EMP000626,CUST00626,Self-Employed,Self-Employed,Business Owner,Construction,60883.58,FAB,67,Business Income,Business Ownership,24861.29
EMP000627,CUST00627,Employed,Metro Group,Nurse,Hospitality,34026.13,FAB,74,Salary,Employment Income,2578.15
EMP000628,CUST00628,Employed,Metro Holdings,Teacher,Retail,10731.65,FAB,3,Salary,Employment Income,756.22
EMP000629,CUST00629,Employed,Gulf Services,Engineer,Government,20495.82,ADCB,113,Salary,Employment Income,4917.71
EMP000630,CUST00630,Employed,Metro Trading,Nurse,Logistics,16413.35,Dubai Islamic Bank,142,Salary,Employment Income,7065.77
EMP000631,CUST00631,Employed,Metro Holdings,Manager,Construction,8110.73,Emirates NBD,52,Salary,Employment Income,884.91
EMP000632,CUST00632,Self-Employed,Self-Employed,Business Owner,Government,30101.22,Mashreq,50,Business Income,Business Ownership,14529.72
EMP000633,CUST00633,Employed,Prime Group,Teacher,Education,25986.12,Mashreq,101,Salary,Employment Income,1824.63
EMP000634,CUST00634,Employed,Metro Services,Teacher,Banking,37784.23,Dubai Islamic Bank,46,Salary,Employment Income,14751.54
EMP000635,CUST00635,Employed,Metro Group,Manager,Logistics,11260.83,ADIB,57,Salary,Employment Income,2332.94
EMP000636,CUST00636,Employed,Gulf Holdings,Nurse,Technology,12296.65,Emirates NBD,29,Salary,Employment Income,2922.12
EMP000637,CUST00637,Self-Employed,Self-Employed,Business Owner,Construction,67949.18,Dubai Islamic Bank,202,Business Income,Business Ownership,7231.61
EMP000638,CUST00638,Student,,Student,Education,4504.99,,0,Family Support,Family Support,365.11
EMP000639,CUST00639,Employed,Al Noor LLC,Nurse,Real Estate,25138.23,Emirates NBD,164,Salary,Employment Income,2164.95
EMP000640,CUST00640,Self-Employed,Self-Employed,Business Owner,Healthcare,22091.16,ADIB,14,Business Income,Business Ownership,4483.01
EMP000641,CUST00641,Employed,Global Trading,Manager,Technology,33246.51,ADCB,99,Salary,Employment Income,7401.11
EMP000642,CUST00642,Unemployed,,Unemployed,,2913.28,,0,Investment Income,Employment Income,731.6
EMP000643,CUST00643,Employed,Gulf Holdings,Driver,Logistics,15894.28,Dubai Islamic Bank,99,Salary,Employment Income,1762.76
EMP000644,CUST00644,Student,,Student,Education,2759.98,,0,Family Support,Family Support,421.62
EMP000645,CUST00645,Employed,Al Noor Holdings,Manager,Retail,4075.15,Emirates NBD,100,Salary,Employment Income,1395.52
EMP000646,CUST00646,Self-Employed,Self-Employed,Business Owner,Banking,54089.8,ADCB,227,Business Income,Business Ownership,14888.74
EMP000647,CUST00647,Employed,Gulf Trading,Technician,Education,21172.4,Dubai Islamic Bank,171,Salary,Employment Income,3899.96
EMP000648,CUST00648,Employed,Gulf LLC,Engineer,Education,30002.31,FAB,21,Salary,Employment Income,13073.85
EMP000649,CUST00649,Employed,Metro Holdings,Nurse,Hospitality,29685.95,Mashreq,59,Salary,Employment Income,11558.17
EMP000650,CUST00650,Employed,Al Noor Trading,Engineer,Education,7122.27,ADCB,57,Salary,Employment Income,2561.7
EMP000651,CUST00651,Employed,Global Group,Accountant,Logistics,18208.35,Emirates NBD,20,Salary,Employment Income,5588.06
EMP000652,CUST00652,Employed,Emirates Holdings,Business Owner,Hospitality,23026.24,Emirates NBD,46,Salary,Employment Income,3397.59
EMP000653,CUST00653,Employed,Global Trading,Manager,Technology,44609.25,Mashreq,27,Salary,Employment Income,6737.45
EMP000654,CUST00654,Employed,Global Services,Sales Executive,Logistics,42133.76,Emirates NBD,68,Salary,Employment Income,9776.41
EMP000655,CUST00655,Self-Employed,Self-Employed,Business Owner,Retail,29480.4,ADCB,150,Business Income,Business Ownership,15141.12
EMP000656,CUST00656,Student,,Student,Education,4475.0,,0,Family Support,Family Support,261.97
EMP000657,CUST00657,Self-Employed,Self-Employed,Business Owner,Banking,18199.71,ADCB,135,Business Income,Business Ownership,9667.56
EMP000658,CUST00658,Student,,Student,Education,1361.12,,0,Family Support,Family Support,214.01
EMP000659,CUST00659,Employed,Global Group,Engineer,Retail,24869.45,Mashreq,103,Salary,Employment Income,6690.31
EMP000660,CUST00660,Employed,Prime Holdings,Manager,Construction,37429.21,FAB,14,Salary,Employment Income,14612.93
EMP000661,CUST00661,Self-Employed,Self-Employed,Business Owner,Healthcare,37065.27,ADIB,40,Business Income,Business Ownership,8352.69
EMP000662,CUST00662,Student,,Student,Education,1316.78,,0,Family Support,Family Support,233.7
EMP000663,CUST00663,Employed,Global Services,Driver,Banking,6221.25,ADIB,46,Salary,Employment Income,1521.33
EMP000664,CUST00664,Employed,Emirates Holdings,Teacher,Government,37377.44,FAB,78,Salary,Employment Income,2575.65
EMP000665,CUST00665,Student,,Student,Education,5744.04,,0,Family Support,Family Support,1113.73
EMP000666,CUST00666,Self-Employed,Self-Employed,Business Owner,Technology,37355.37,FAB,71,Business Income,Business Ownership,7273.8
EMP000667,CUST00667,Employed,Global Holdings,Driver,Government,14906.7,Emirates NBD,51,Salary,Employment Income,2085.53
EMP000668,CUST00668,Employed,Al Noor Trading,Nurse,Government,20846.36,Mashreq,170,Salary,Employment Income,3091.87
EMP000669,CUST00669,Employed,Metro Group,Accountant,Hospitality,30602.83,Emirates NBD,72,Salary,Employment Income,13004.41
EMP000670,CUST00670,Employed,Gulf Group,Software Developer,Banking,24318.68,FAB,33,Salary,Employment Income,6635.05
EMP000671,CUST00671,Student,,Student,Education,3333.12,,0,Family Support,Family Support,113.59
EMP000672,CUST00672,Employed,Al Noor Group,Nurse,Logistics,6131.42,Dubai Islamic Bank,179,Salary,Employment Income,874.35
EMP000673,CUST00673,Employed,Gulf LLC,Nurse,Banking,6940.62,Emirates NBD,54,Salary,Employment Income,2318.24
EMP000674,CUST00674,Employed,Metro Group,Business Owner,Technology,25642.81,FAB,175,Salary,Employment Income,10856.46
EMP000675,CUST00675,Self-Employed,Self-Employed,Business Owner,Education,37168.36,Dubai Islamic Bank,102,Business Income,Business Ownership,10488.45
EMP000676,CUST00676,Student,,Student,Education,3212.42,,0,Family Support,Family Support,140.78
EMP000677,CUST00677,Employed,Al Noor LLC,Nurse,Retail,6380.09,ADCB,4,Salary,Employment Income,1743.88
EMP000678,CUST00678,Employed,Metro Holdings,Teacher,Government,11911.38,ADIB,42,Salary,Employment Income,2289.8
EMP000679,CUST00679,Student,,Student,Education,4952.59,,0,Family Support,Family Support,671.95
EMP000680,CUST00680,Employed,Al Noor Services,Software Developer,Healthcare,15563.61,FAB,32,Salary,Employment Income,3281.77
EMP000681,CUST00681,Employed,Global Group,Technician,Logistics,28915.72,FAB,36,Salary,Employment Income,9425.84
EMP000682,CUST00682,Employed,Metro Trading,Teacher,Retail,26986.19,Mashreq,53,Salary,Employment Income,5671.23
EMP000683,CUST00683,Employed,Emirates Group,Business Owner,Retail,22857.26,ADCB,89,Salary,Employment Income,3374.69
EMP000684,CUST00684,Employed,Metro Holdings,Teacher,Real Estate,14972.91,ADCB,5,Salary,Employment Income,2001.54
EMP000685,CUST00685,Employed,Emirates Holdings,Driver,Construction,44101.19,ADIB,104,Salary,Employment Income,2941.84
EMP000686,CUST00686,Employed,Emirates Services,Software Developer,Government,44249.07,Mashreq,63,Salary,Employment Income,7350.3
EMP000687,CUST00687,Student,,Student,Education,1464.96,,0,Family Support,Family Support,74.41
EMP000688,CUST00688,Self-Employed,Self-Employed,Business Owner,Education,37796.62,Mashreq,90,Business Income,Business Ownership,8411.66
EMP000689,CUST00689,Employed,Global LLC,Technician,Banking,31550.45,FAB,153,Salary,Employment Income,13601.58
EMP000690,CUST00690,Employed,Prime Holdings,Sales Executive,Real Estate,44300.15,FAB,96,Salary,Employment Income,16796.5
EMP000691,CUST00691,Employed,Metro LLC,Technician,Healthcare,39267.69,Dubai Islamic Bank,101,Salary,Employment Income,3441.3
EMP000692,CUST00692,Student,,Student,Education,4316.62,,0,Family Support,Family Support,667.62
EMP000693,CUST00693,Employed,Emirates LLC,Business Owner,Real Estate,18068.05,Emirates NBD,16,Salary,Employment Income,4653.53
EMP000694,CUST00694,Self-Employed,Self-Employed,Business Owner,Retail,25480.29,ADIB,178,Business Income,Business Ownership,8245.7
EMP000695,CUST00695,Student,,Student,Education,3146.57,,0,Family Support,Family Support,402.21
EMP000696,CUST00696,Student,,Student,Education,1158.49,,0,Family Support,Family Support,198.21
EMP000697,CUST00697,Student,,Student,Education,5025.58,,0,Family Support,Family Support,902.44
