document_verification_id,document_id,customer_id,verification_date,verification_provider,document_authenticity_status,name_match_status,date_of_birth_match_status,expiry_check_status,verification_score,verification_status
DV000999,DOC000999,CUST00500,2024-03-11,Persona,Under Review,Matched,Review Required,Review Required,57.51,Pending
DV001000,DOC001000,CUST00500,2024-11-17,Internal KYC Engine,Authentic,Matched,Matched,Valid,83.47,Verified
DV001001,DOC001001,CUST00501,2025-05-21,Persona,Authentic,Matched,Matched,Expired,99.14,Verified
DV001002,DOC001002,CUST00501,2025-05-16,Internal KYC Engine,Under Review,Matched,Matched,Review Required,77.76,Pending
DV001003,DOC001003,CUST00502,2024-11-11,Internal KYC Engine,Authentic,Matched,Matched,Expired,81.34,Verified
DV001004,DOC001004,CUST00502,2025-11-09,Internal KYC Engine,Authentic,Matched,Matched,Valid,98.12,Verified
DV001005,DOC001005,CUST00503,2024-05-01,Onfido,Authentic,Matched,Matched,Valid,97.07,Verified
DV001006,DOC001006,CUST00503,2025-04-08,Internal KYC Engine,Authentic,Matched,Matched,Valid,92.36,Verified
DV001007,DOC001007,CUST00504,2024-03-09,Persona,Authentic,Matched,Matched,Expired,85.67,Verified
DV001008,DOC001008,CUST00504,2026-10-29,Internal KYC Engine,Authentic,Matched,Matched,Valid,97.11,Verified
DV001009,DOC001009,CUST00505,2025-03-02,Persona,Authentic,Matched,Matched,Expired,93.9,Verified
DV001010,DOC001010,CUST00505,2025-05-17,Persona,Authentic,Matched,Matched,Valid,95.1,Verified
DV001011,DOC001011,CUST00506,2026-05-23,Persona,Suspicious,Review Required,Mismatch,Review Required,45.85,Rejected
DV001012,DOC001012,CUST00506,2025-04-17,Onfido,Under Review,Matched,Matched,Review Required,60.06,Pending
DV001013,DOC001013,CUST00507,2025-07-05,Internal KYC Engine,Authentic,Matched,Matched,Expired,82.53,Verified
DV001014,DOC001014,CUST00507,2024-04-27,Manual Review,Authentic,Matched,Matched,Valid,81.81,Verified
DV001015,DOC001015,CUST00508,2026-03-15,Internal KYC Engine,Authentic,Matched,Matched,Expired,95.6,Verified
DV001016,DOC001016,CUST00508,2024-10-01,Onfido,Authentic,Matched,Matched,Valid,98.15,Verified
DV001017,DOC001017,CUST00509,2026-10-13,Manual Review,Under Review,Matched,Matched,Review Required,57.04,Pending
DV001018,DOC001018,CUST00509,2026-09-12,Manual Review,Authentic,Matched,Matched,Valid,83.96,Verified
DV001019,DOC001019,CUST00510,2026-01-31,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.18,Verified
DV001020,DOC001020,CUST00510,2024-01-31,Manual Review,Authentic,Matched,Matched,Valid,83.2,Verified
DV001021,DOC001021,CUST00511,2025-07-03,Onfido,Authentic,Matched,Matched,Valid,83.65,Verified
DV001022,DOC001022,CUST00511,2026-07-06,Internal KYC Engine,Authentic,Matched,Matched,Expired,91.33,Verified
DV001023,DOC001023,CUST00512,2024-07-19,Persona,Authentic,Matched,Matched,Expired,92.44,Verified
DV001024,DOC001024,CUST00512,2026-07-03,Onfido,Authentic,Matched,Matched,Valid,83.62,Verified
DV001025,DOC001025,CUST00513,2024-07-23,Manual Review,Authentic,Matched,Matched,Expired,94.06,Verified
DV001026,DOC001026,CUST00513,2026-03-31,Persona,Authentic,Matched,Matched,Valid,87.45,Verified
DV001027,DOC001027,CUST00514,2025-07-15,Manual Review,Authentic,Matched,Matched,Valid,98.88,Verified
DV001028,DOC001028,CUST00514,2026-11-07,Manual Review,Authentic,Matched,Matched,Valid,86.37,Verified
DV001029,DOC001029,CUST00515,2024-10-17,Onfido,Under Review,Review Required,Review Required,Review Required,52.98,Pending
DV001030,DOC001030,CUST00515,2026-05-21,Onfido,Authentic,Matched,Matched,Valid,97.81,Verified
DV001031,DOC001031,CUST00516,2025-04-13,Onfido,Authentic,Matched,Matched,Expired,88.97,Verified
DV001032,DOC001032,CUST00516,2024-11-20,Internal KYC Engine,Authentic,Matched,Matched,Valid,80.09,Verified
DV001033,DOC001033,CUST00517,2024-10-08,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.31,Verified
DV001034,DOC001034,CUST00517,2024-12-06,Onfido,Authentic,Matched,Matched,Valid,81.22,Verified
DV001035,DOC001035,CUST00518,2025-04-16,Internal KYC Engine,Authentic,Matched,Matched,Valid,81.26,Verified
DV001036,DOC001036,CUST00518,2025-10-12,Onfido,Authentic,Matched,Matched,Valid,87.09,Verified
DV001037,DOC001037,CUST00519,2024-10-12,Onfido,Authentic,Matched,Matched,Expired,85.42,Verified
DV001038,DOC001038,CUST00519,2024-08-03,Internal KYC Engine,Authentic,Matched,Matched,Valid,91.64,Verified
DV001039,DOC001039,CUST00520,2024-04-11,Manual Review,Authentic,Matched,Matched,Expired,84.76,Verified
DV001040,DOC001040,CUST00520,2026-08-02,Persona,Authentic,Matched,Matched,Valid,89.7,Verified
DV001041,DOC001041,CUST00521,2024-09-16,Internal KYC Engine,Authentic,Matched,Matched,Expired,85.22,Verified
DV001042,DOC001042,CUST00521,2025-05-29,Persona,Authentic,Matched,Matched,Valid,93.85,Verified
DV001043,DOC001043,CUST00522,2024-07-10,Persona,Authentic,Matched,Matched,Expired,83.07,Verified
DV001044,DOC001044,CUST00522,2025-06-04,Internal KYC Engine,Authentic,Matched,Matched,Valid,94.16,Verified
DV001045,DOC001045,CUST00523,2024-08-12,Persona,Authentic,Matched,Matched,Expired,94.01,Verified
DV001046,DOC001046,CUST00523,2024-01-16,Internal KYC Engine,Authentic,Matched,Matched,Valid,94.72,Verified
DV001047,DOC001047,CUST00524,2026-09-16,Manual Review,Authentic,Matched,Matched,Valid,95.43,Verified
DV001048,DOC001048,CUST00524,2026-10-06,Manual Review,Authentic,Matched,Matched,Valid,80.83,Verified
DV001049,DOC001049,CUST00525,2025-02-10,Persona,Authentic,Matched,Matched,Valid,96.59,Verified
DV001050,DOC001050,CUST00525,2024-12-14,Manual Review,Authentic,Matched,Matched,Valid,97.61,Verified
DV001051,DOC001051,CUST00526,2026-01-03,Onfido,Authentic,Matched,Matched,Expired,87.09,Verified
DV001052,DOC001052,CUST00526,2026-08-14,Internal KYC Engine,Authentic,Matched,Matched,Valid,83.32,Verified
DV001053,DOC001053,CUST00527,2025-07-17,Onfido,Authentic,Matched,Matched,Valid,99.2,Verified
DV001054,DOC001054,CUST00527,2025-11-14,Internal KYC Engine,Authentic,Matched,Matched,Valid,97.67,Verified
DV001055,DOC001055,CUST00528,2026-12-22,Persona,Authentic,Matched,Matched,Expired,94.7,Verified
DV001056,DOC001056,CUST00528,2024-12-17,Internal KYC Engine,Authentic,Matched,Matched,Valid,96.59,Verified
DV001057,DOC001057,CUST00529,2026-09-05,Persona,Authentic,Matched,Matched,Expired,93.99,Verified
DV001058,DOC001058,CUST00529,2024-12-18,Onfido,Authentic,Matched,Matched,Valid,88.09,Verified
DV001059,DOC001059,CUST00530,2025-06-29,Manual Review,Authentic,Matched,Matched,Expired,94.79,Verified
DV001060,DOC001060,CUST00530,2024-12-10,Internal KYC Engine,Authentic,Matched,Matched,Valid,89.65,Verified
DV001061,DOC001061,CUST00531,2025-03-19,Internal KYC Engine,Authentic,Matched,Matched,Expired,86.1,Verified
DV001062,DOC001062,CUST00531,2024-06-13,Manual Review,Authentic,Matched,Matched,Valid,94.74,Verified
DV001063,DOC001063,CUST00532,2024-11-21,Persona,Authentic,Matched,Matched,Valid,83.38,Verified
DV001064,DOC001064,CUST00532,2025-12-18,Onfido,Authentic,Matched,Matched,Valid,83.67,Verified
DV001065,DOC001065,CUST00533,2026-12-28,Persona,Authentic,Matched,Matched,Valid,95.1,Verified
DV001066,DOC001066,CUST00533,2026-04-10,Persona,Authentic,Matched,Matched,Valid,87.05,Verified
DV001067,DOC001067,CUST00534,2025-09-06,Manual Review,Authentic,Matched,Matched,Expired,95.14,Verified
DV001068,DOC001068,CUST00534,2026-04-22,Persona,Authentic,Matched,Matched,Valid,83.44,Verified
DV001069,DOC001069,CUST00535,2024-07-04,Persona,Under Review,Review Required,Matched,Review Required,68.74,Pending
DV001070,DOC001070,CUST00535,2025-05-18,Internal KYC Engine,Authentic,Matched,Matched,Valid,95.86,Verified
DV001071,DOC001071,CUST00536,2024-12-24,Onfido,Authentic,Matched,Matched,Valid,81.74,Verified
DV001072,DOC001072,CUST00536,2026-05-05,Manual Review,Authentic,Matched,Matched,Valid,95.76,Verified
DV001073,DOC001073,CUST00537,2026-06-27,Onfido,Authentic,Matched,Matched,Expired,83.4,Verified
DV001074,DOC001074,CUST00537,2025-06-21,Internal KYC Engine,Under Review,Matched,Review Required,Review Required,61.56,Pending
DV001075,DOC001075,CUST00538,2024-04-17,Internal KYC Engine,Authentic,Matched,Matched,Valid,96.56,Verified
DV001076,DOC001076,CUST00538,2025-01-14,Onfido,Authentic,Matched,Matched,Valid,88.61,Verified
DV001077,DOC001077,CUST00539,2025-08-06,Onfido,Authentic,Matched,Matched,Valid,89.54,Verified
DV001078,DOC001078,CUST00539,2025-04-19,Onfido,Authentic,Matched,Matched,Valid,80.38,Verified
DV001079,DOC001079,CUST00540,2024-06-21,Persona,Authentic,Matched,Matched,Expired,81.0,Verified
DV001080,DOC001080,CUST00540,2025-02-15,Persona,Authentic,Matched,Matched,Valid,84.91,Verified
DV001081,DOC001081,CUST00541,2025-09-02,Manual Review,Authentic,Matched,Matched,Expired,82.69,Verified
DV001082,DOC001082,CUST00541,2025-03-31,Manual Review,Authentic,Matched,Matched,Valid,81.87,Verified
DV001083,DOC001083,CUST00542,2024-04-05,Manual Review,Authentic,Matched,Matched,Valid,97.04,Verified
DV001084,DOC001084,CUST00542,2026-12-19,Persona,Authentic,Matched,Matched,Valid,99.3,Verified
DV001085,DOC001085,CUST00543,2024-03-17,Internal KYC Engine,Authentic,Matched,Matched,Valid,89.23,Verified
DV001086,DOC001086,CUST00543,2026-03-30,Onfido,Authentic,Matched,Matched,Valid,88.0,Verified
DV001087,DOC001087,CUST00544,2026-05-06,Onfido,Authentic,Matched,Matched,Expired,98.47,Verified
DV001088,DOC001088,CUST00544,2026-06-11,Persona,Authentic,Matched,Matched,Valid,89.48,Verified
DV001089,DOC001089,CUST00545,2025-03-23,Internal KYC Engine,Authentic,Matched,Matched,Expired,87.82,Verified
DV001090,DOC001090,CUST00545,2025-10-28,Persona,Authentic,Matched,Matched,Valid,80.21,Verified
DV001091,DOC001091,CUST00546,2025-02-13,Internal KYC Engine,Authentic,Matched,Matched,Expired,89.26,Verified
DV001092,DOC001092,CUST00546,2026-06-29,Manual Review,Authentic,Matched,Matched,Valid,88.47,Verified
DV001093,DOC001093,CUST00547,2025-04-01,Onfido,Authentic,Matched,Matched,Expired,93.18,Verified
DV001094,DOC001094,CUST00547,2025-02-09,Manual Review,Authentic,Matched,Matched,Valid,84.11,Verified
DV001095,DOC001095,CUST00548,2025-06-14,Internal KYC Engine,Authentic,Matched,Matched,Valid,82.29,Verified
DV001096,DOC001096,CUST00548,2026-06-10,Internal KYC Engine,Authentic,Matched,Matched,Valid,94.25,Verified
DV001097,DOC001097,CUST00549,2025-02-13,Onfido,Authentic,Matched,Matched,Valid,82.74,Verified
DV001098,DOC001098,CUST00549,2025-07-19,Internal KYC Engine,Authentic,Matched,Matched,Valid,87.78,Verified
DV001099,DOC001099,CUST00550,2025-02-06,Manual Review,Authentic,Matched,Matched,Valid,82.33,Verified
DV001100,DOC001100,CUST00550,2026-08-20,Manual Review,Authentic,Matched,Matched,Valid,83.57,Verified
DV001101,DOC001101,CUST00551,2026-09-03,Manual Review,Authentic,Matched,Matched,Valid,90.47,Verified
DV001102,DOC001102,CUST00551,2024-03-05,Manual Review,Authentic,Matched,Matched,Valid,97.89,Verified
DV001103,DOC001103,CUST00552,2025-03-02,Internal KYC Engine,Authentic,Matched,Matched,Valid,97.17,Verified
DV001104,DOC001104,CUST00552,2025-01-03,Onfido,Authentic,Matched,Matched,Valid,92.09,Verified
DV001105,DOC001105,CUST00553,2026-05-27,Onfido,Authentic,Matched,Matched,Expired,96.38,Verified
DV001106,DOC001106,CUST00553,2025-11-27,Onfido,Authentic,Matched,Matched,Valid,89.47,Verified
DV001107,DOC001107,CUST00554,2026-06-22,Onfido,Authentic,Matched,Matched,Valid,90.23,Verified
DV001108,DOC001108,CUST00554,2026-10-09,Persona,Authentic,Matched,Matched,Valid,99.96,Verified
DV001109,DOC001109,CUST00555,2025-01-09,Onfido,Authentic,Matched,Matched,Valid,83.45,Verified
DV001110,DOC001110,CUST00555,2025-08-10,Persona,Authentic,Matched,Matched,Valid,97.64,Verified
DV001111,DOC001111,CUST00556,2025-06-30,Internal KYC Engine,Authentic,Matched,Matched,Expired,88.91,Verified
DV001112,DOC001112,CUST00556,2026-10-13,Persona,Authentic,Matched,Matched,Valid,81.56,Verified
DV001113,DOC001113,CUST00557,2025-12-08,Manual Review,Authentic,Matched,Matched,Expired,84.38,Verified
DV001114,DOC001114,CUST00557,2025-02-06,Manual Review,Authentic,Matched,Matched,Valid,95.62,Verified
DV001115,DOC001115,CUST00558,2026-07-07,Onfido,Authentic,Matched,Matched,Expired,91.45,Verified
DV001116,DOC001116,CUST00558,2025-08-23,Internal KYC Engine,Authentic,Matched,Matched,Valid,83.31,Verified
DV001117,DOC001117,CUST00559,2026-02-14,Persona,Authentic,Matched,Matched,Expired,94.91,Verified
DV001118,DOC001118,CUST00559,2024-03-25,Internal KYC Engine,Authentic,Matched,Matched,Valid,88.36,Verified
DV001119,DOC001119,CUST00560,2024-12-20,Persona,Authentic,Matched,Matched,Valid,93.76,Verified
DV001120,DOC001120,CUST00560,2025-06-29,Onfido,Authentic,Matched,Matched,Valid,90.31,Verified
DV001121,DOC001121,CUST00561,2024-01-07,Internal KYC Engine,Authentic,Matched,Matched,Valid,93.06,Verified
DV001122,DOC001122,CUST00561,2025-11-21,Internal KYC Engine,Authentic,Matched,Matched,Valid,84.54,Verified
DV001123,DOC001123,CUST00562,2025-07-02,Persona,Authentic,Matched,Matched,Expired,89.63,Verified
DV001124,DOC001124,CUST00562,2025-07-24,Persona,Authentic,Matched,Matched,Valid,81.83,Verified
DV001125,DOC001125,CUST00563,2024-02-02,Onfido,Authentic,Matched,Matched,Expired,86.43,Verified
DV001126,DOC001126,CUST00563,2025-03-27,Manual Review,Authentic,Matched,Matched,Valid,91.63,Verified
DV001127,DOC001127,CUST00564,2025-06-20,Manual Review,Authentic,Matched,Matched,Valid,90.67,Verified
DV001128,DOC001128,CUST00564,2026-09-27,Manual Review,Authentic,Matched,Matched,Valid,81.0,Verified
DV001129,DOC001129,CUST00565,2026-12-06,Internal KYC Engine,Suspicious,Review Required,Mismatch,Review Required,29.7,Rejected
DV001130,DOC001130,CUST00565,2026-07-25,Onfido,Authentic,Matched,Matched,Valid,85.52,Verified
DV001131,DOC001131,CUST00566,2026-02-07,Onfido,Authentic,Matched,Matched,Valid,87.92,Verified
DV001132,DOC001132,CUST00566,2026-07-13,Internal KYC Engine,Authentic,Matched,Matched,Valid,90.84,Verified
DV001133,DOC001133,CUST00567,2025-06-09,Manual Review,Authentic,Matched,Matched,Valid,97.57,Verified
DV001134,DOC001134,CUST00567,2024-09-26,Manual Review,Authentic,Matched,Matched,Valid,96.98,Verified
DV001135,DOC001135,CUST00568,2026-04-07,Onfido,Authentic,Matched,Matched,Valid,95.1,Verified
DV001136,DOC001136,CUST00568,2025-08-31,Onfido,Authentic,Matched,Matched,Valid,87.35,Verified
DV001137,DOC001137,CUST00569,2026-11-25,Onfido,Authentic,Matched,Matched,Valid,90.39,Verified
DV001138,DOC001138,CUST00569,2024-11-01,Manual Review,Authentic,Matched,Matched,Valid,98.77,Verified
DV001139,DOC001139,CUST00570,2024-12-07,Onfido,Authentic,Matched,Matched,Expired,89.51,Verified
DV001140,DOC001140,CUST00570,2026-11-24,Internal KYC Engine,Authentic,Matched,Matched,Valid,80.22,Verified
DV001141,DOC001141,CUST00571,2026-02-27,Onfido,Under Review,Review Required,Matched,Review Required,70.23,Pending
DV001142,DOC001142,CUST00571,2025-04-28,Internal KYC Engine,Authentic,Matched,Matched,Valid,85.8,Verified
DV001143,DOC001143,CUST00572,2026-05-27,Onfido,Authentic,Matched,Matched,Valid,88.24,Verified
DV001144,DOC001144,CUST00572,2024-03-15,Persona,Authentic,Matched,Matched,Valid,86.75,Verified
DV001145,DOC001145,CUST00573,2026-06-28,Internal KYC Engine,Authentic,Matched,Matched,Expired,94.12,Verified
DV001146,DOC001146,CUST00573,2026-03-22,Manual Review,Under Review,Review Required,Matched,Review Required,56.13,Pending
DV001147,DOC001147,CUST00574,2025-03-08,Onfido,Authentic,Matched,Matched,Expired,92.89,Verified
DV001148,DOC001148,CUST00574,2026-08-22,Onfido,Authentic,Matched,Matched,Valid,96.35,Verified
DV001149,DOC001149,CUST00575,2024-10-04,Persona,Authentic,Matched,Matched,Valid,90.96,Verified
DV001150,DOC001150,CUST00575,2026-05-11,Manual Review,Authentic,Matched,Matched,Valid,94.7,Verified
DV001151,DOC001151,CUST00576,2026-08-31,Internal KYC Engine,Authentic,Matched,Matched,Expired,97.76,Verified
DV001152,DOC001152,CUST00576,2024-02-03,Manual Review,Authentic,Matched,Matched,Valid,95.52,Verified
DV001153,DOC001153,CUST00577,2026-11-04,Manual Review,Authentic,Matched,Matched,Valid,90.16,Verified
DV001154,DOC001154,CUST00577,2026-10-25,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.58,Verified
DV001155,DOC001155,CUST00578,2024-04-05,Manual Review,Authentic,Matched,Matched,Valid,93.53,Verified
DV001156,DOC001156,CUST00578,2025-02-24,Manual Review,Authentic,Matched,Matched,Valid,89.41,Verified
DV001157,DOC001157,CUST00579,2024-12-12,Manual Review,Authentic,Matched,Matched,Valid,84.09,Verified
DV001158,DOC001158,CUST00579,2024-02-19,Internal KYC Engine,Authentic,Matched,Matched,Valid,99.75,Verified
DV001159,DOC001159,CUST00580,2025-10-22,Onfido,Authentic,Matched,Matched,Expired,95.98,Verified
DV001160,DOC001160,CUST00580,2025-09-11,Persona,Authentic,Matched,Matched,Expired,96.88,Verified
DV001161,DOC001161,CUST00581,2024-08-29,Manual Review,Authentic,Matched,Matched,Expired,82.78,Verified
DV001162,DOC001162,CUST00581,2026-05-15,Onfido,Authentic,Matched,Matched,Valid,81.17,Verified
DV001163,DOC001163,CUST00582,2026-04-02,Manual Review,Authentic,Matched,Matched,Expired,90.9,Verified
DV001164,DOC001164,CUST00582,2026-03-11,Persona,Authentic,Matched,Matched,Valid,80.59,Verified
DV001165,DOC001165,CUST00583,2024-05-05,Onfido,Authentic,Matched,Matched,Expired,83.74,Verified
DV001166,DOC001166,CUST00583,2024-11-29,Onfido,Authentic,Matched,Matched,Valid,88.04,Verified
DV001167,DOC001167,CUST00584,2024-12-29,Onfido,Under Review,Review Required,Matched,Review Required,77.36,Pending
DV001168,DOC001168,CUST00584,2024-11-23,Manual Review,Authentic,Matched,Matched,Valid,93.46,Verified
DV001169,DOC001169,CUST00585,2024-11-11,Manual Review,Authentic,Matched,Matched,Valid,82.4,Verified
DV001170,DOC001170,CUST00585,2025-02-21,Persona,Authentic,Matched,Matched,Valid,94.05,Verified
DV001171,DOC001171,CUST00586,2024-01-13,Manual Review,Under Review,Review Required,Matched,Review Required,63.27,Pending
DV001172,DOC001172,CUST00586,2025-08-20,Persona,Under Review,Review Required,Review Required,Review Required,54.98,Pending
DV001173,DOC001173,CUST00587,2025-04-25,Onfido,Authentic,Matched,Matched,Expired,80.6,Verified
DV001174,DOC001174,CUST00587,2025-05-01,Internal KYC Engine,Authentic,Matched,Matched,Valid,93.49,Verified
DV001175,DOC001175,CUST00588,2024-02-09,Onfido,Authentic,Matched,Matched,Expired,86.05,Verified
DV001176,DOC001176,CUST00588,2026-05-07,Manual Review,Authentic,Matched,Matched,Valid,85.65,Verified
DV001177,DOC001177,CUST00589,2026-02-18,Persona,Authentic,Matched,Matched,Valid,80.54,Verified
DV001178,DOC001178,CUST00589,2026-06-18,Persona,Under Review,Matched,Review Required,Review Required,73.77,Pending
DV001179,DOC001179,CUST00590,2025-06-13,Persona,Authentic,Matched,Matched,Expired,80.04,Verified
DV001180,DOC001180,CUST00590,2025-07-10,Persona,Authentic,Matched,Matched,Valid,99.17,Verified
DV001181,DOC001181,CUST00591,2026-11-15,Internal KYC Engine,Authentic,Matched,Matched,Expired,91.23,Verified
DV001182,DOC001182,CUST00591,2024-06-03,Manual Review,Under Review,Matched,Matched,Review Required,70.22,Pending
DV001183,DOC001183,CUST00592,2024-08-16,Manual Review,Authentic,Matched,Matched,Valid,94.49,Verified
DV001184,DOC001184,CUST00592,2024-01-12,Manual Review,Authentic,Matched,Matched,Valid,89.43,Verified
DV001185,DOC001185,CUST00593,2025-07-09,Persona,Authentic,Matched,Matched,Expired,92.68,Verified
DV001186,DOC001186,CUST00593,2025-12-04,Onfido,Authentic,Matched,Matched,Valid,93.56,Verified
DV001187,DOC001187,CUST00594,2025-06-01,Persona,Under Review,Matched,Review Required,Review Required,68.86,Pending
DV001188,DOC001188,CUST00594,2024-04-04,Onfido,Suspicious,Review Required,Mismatch,Expired,46.64,Rejected
DV001189,DOC001189,CUST00595,2024-11-15,Manual Review,Authentic,Matched,Matched,Expired,89.52,Verified
DV001190,DOC001190,CUST00595,2024-03-28,Manual Review,Authentic,Matched,Matched,Valid,92.62,Verified
DV001191,DOC001191,CUST00596,2025-02-20,Onfido,Authentic,Matched,Matched,Valid,97.6,Verified
DV001192,DOC001192,CUST00596,2024-03-05,Onfido,Authentic,Matched,Matched,Valid,90.26,Verified
DV001193,DOC001193,CUST00597,2026-04-03,Persona,Authentic,Matched,Matched,Expired,89.09,Verified
DV001194,DOC001194,CUST00597,2026-04-29,Persona,Authentic,Matched,Matched,Valid,90.57,Verified
DV001195,DOC001195,CUST00598,2025-08-29,Internal KYC Engine,Authentic,Matched,Matched,Valid,93.03,Verified
DV001196,DOC001196,CUST00598,2025-10-30,Onfido,Authentic,Matched,Matched,Valid,96.85,Verified
DV001197,DOC001197,CUST00599,2024-02-09,Manual Review,Authentic,Matched,Matched,Expired,93.21,Verified
DV001198,DOC001198,CUST00599,2026-11-05,Internal KYC Engine,Authentic,Matched,Matched,Valid,82.95,Verified
DV001199,DOC001199,CUST00600,2025-01-11,Manual Review,Authentic,Matched,Matched,Valid,99.03,Verified
DV001200,DOC001200,CUST00600,2024-06-30,Onfido,Authentic,Matched,Matched,Valid,92.63,Verified
DV001201,DOC001201,CUST00601,2024-01-05,Manual Review,Authentic,Matched,Matched,Valid,88.38,Verified
DV001202,DOC001202,CUST00601,2024-08-18,Manual Review,Authentic,Matched,Matched,Valid,98.74,Verified
DV001203,DOC001203,CUST00602,2024-12-17,Manual Review,Authentic,Matched,Matched,Expired,97.17,Verified
DV001204,DOC001204,CUST00602,2024-09-28,Onfido,Authentic,Matched,Matched,Valid,88.12,Verified
DV001205,DOC001205,CUST00603,2026-12-22,Persona,Authentic,Matched,Matched,Expired,91.15,Verified
DV001206,DOC001206,CUST00603,2025-05-06,Onfido,Authentic,Matched,Matched,Valid,96.81,Verified
DV001207,DOC001207,CUST00604,2024-12-24,Manual Review,Under Review,Review Required,Matched,Review Required,68.43,Pending
DV001208,DOC001208,CUST00604,2025-06-25,Internal KYC Engine,Authentic,Matched,Matched,Valid,83.89,Verified
DV001209,DOC001209,CUST00605,2025-10-29,Manual Review,Authentic,Matched,Matched,Expired,85.39,Verified
DV001210,DOC001210,CUST00605,2025-01-11,Internal KYC Engine,Authentic,Matched,Matched,Valid,92.6,Verified
DV001211,DOC001211,CUST00606,2026-12-04,Manual Review,Authentic,Matched,Matched,Valid,86.68,Verified
DV001212,DOC001212,CUST00606,2024-06-15,Persona,Authentic,Matched,Matched,Valid,98.0,Verified
DV001213,DOC001213,CUST00607,2025-08-27,Persona,Authentic,Matched,Matched,Valid,80.22,Verified
DV001214,DOC001214,CUST00607,2026-02-04,Persona,Authentic,Matched,Matched,Valid,85.97,Verified
DV001215,DOC001215,CUST00608,2024-02-08,Onfido,Authentic,Matched,Matched,Valid,88.16,Verified
DV001216,DOC001216,CUST00608,2025-05-24,Onfido,Under Review,Matched,Matched,Review Required,63.3,Pending
DV001217,DOC001217,CUST00609,2025-06-29,Manual Review,Authentic,Matched,Matched,Expired,83.65,Verified
DV001218,DOC001218,CUST00609,2024-04-30,Persona,Authentic,Matched,Matched,Valid,88.1,Verified
DV001219,DOC001219,CUST00610,2026-07-08,Onfido,Authentic,Matched,Matched,Valid,92.2,Verified
DV001220,DOC001220,CUST00610,2025-08-24,Persona,Authentic,Matched,Matched,Valid,82.64,Verified
DV001221,DOC001221,CUST00611,2024-09-29,Internal KYC Engine,Authentic,Matched,Matched,Valid,87.51,Verified
DV001222,DOC001222,CUST00611,2026-05-20,Internal KYC Engine,Suspicious,Review Required,Review Required,Expired,37.24,Rejected
DV001223,DOC001223,CUST00612,2025-07-24,Onfido,Under Review,Matched,Review Required,Review Required,72.9,Pending
DV001224,DOC001224,CUST00612,2026-03-30,Internal KYC Engine,Authentic,Matched,Matched,Valid,99.42,Verified
DV001225,DOC001225,CUST00613,2026-11-10,Persona,Authentic,Matched,Matched,Expired,96.81,Verified
DV001226,DOC001226,CUST00613,2026-07-14,Manual Review,Authentic,Matched,Matched,Valid,82.38,Verified
DV001227,DOC001227,CUST00614,2026-01-26,Internal KYC Engine,Authentic,Matched,Matched,Valid,84.98,Verified
DV001228,DOC001228,CUST00614,2026-03-30,Manual Review,Authentic,Matched,Matched,Valid,98.78,Verified
DV001229,DOC001229,CUST00615,2025-02-08,Persona,Authentic,Matched,Matched,Expired,83.05,Verified
DV001230,DOC001230,CUST00615,2024-03-19,Manual Review,Authentic,Matched,Matched,Valid,84.62,Verified
DV001231,DOC001231,CUST00616,2026-08-07,Manual Review,Authentic,Matched,Matched,Valid,88.06,Verified
DV001232,DOC001232,CUST00616,2024-05-30,Persona,Authentic,Matched,Matched,Valid,85.67,Verified
DV001233,DOC001233,CUST00617,2025-09-27,Manual Review,Authentic,Matched,Matched,Expired,87.46,Verified
DV001234,DOC001234,CUST00617,2024-12-22,Persona,Authentic,Matched,Matched,Valid,99.36,Verified
DV001235,DOC001235,CUST00618,2025-06-09,Persona,Authentic,Matched,Matched,Expired,94.97,Verified
DV001236,DOC001236,CUST00618,2026-03-03,Persona,Authentic,Matched,Matched,Valid,92.1,Verified
DV001237,DOC001237,CUST00619,2026-04-21,Persona,Authentic,Matched,Matched,Expired,83.32,Verified
DV001238,DOC001238,CUST00619,2026-05-03,Manual Review,Authentic,Matched,Matched,Valid,80.22,Verified
DV001239,DOC001239,CUST00620,2026-07-18,Manual Review,Authentic,Matched,Matched,Expired,81.45,Verified
DV001240,DOC001240,CUST00620,2025-12-07,Manual Review,Authentic,Matched,Matched,Valid,83.54,Verified
DV001241,DOC001241,CUST00621,2026-09-04,Manual Review,Suspicious,Mismatch,Mismatch,Review Required,39.31,Rejected
DV001242,DOC001242,CUST00621,2026-08-08,Manual Review,Authentic,Matched,Matched,Valid,91.12,Verified
DV001243,DOC001243,CUST00622,2025-01-18,Internal KYC Engine,Authentic,Matched,Matched,Expired,89.02,Verified
DV001244,DOC001244,CUST00622,2025-05-20,Internal KYC Engine,Under Review,Review Required,Matched,Review Required,58.73,Pending
DV001245,DOC001245,CUST00623,2024-04-10,Internal KYC Engine,Authentic,Matched,Matched,Expired,90.5,Verified
DV001246,DOC001246,CUST00623,2025-05-20,Onfido,Authentic,Matched,Matched,Valid,97.9,Verified
DV001247,DOC001247,CUST00624,2026-12-17,Persona,Authentic,Matched,Matched,Expired,86.55,Verified
DV001248,DOC001248,CUST00624,2024-06-22,Persona,Authentic,Matched,Matched,Valid,99.52,Verified
DV001249,DOC001249,CUST00625,2024-01-10,Onfido,Under Review,Matched,Review Required,Review Required,50.29,Pending
