application_id,customer_id,product_type,application_date,application_channel,application_status,requested_amount,approved_amount,approved_limit,rejection_reason,decision_date
APP000624,CUST00303,Card,2026-03-23,Mobile App,Pending,45180.9,,,,2026-04-06
APP000625,CUST00304,Card,2024-05-24,Mobile App,Rejected,52675.89,,,Incomplete documents,2024-06-07
APP000626,CUST00304,Wallet,2024-07-22,Branch,Rejected,,,,,2024-08-05
APP000627,CUST00305,Loan,2026-10-18,Web,Rejected,58769.95,,,Low credit score,2026-10-26
APP000628,CUST00305,Loan,2024-01-30,Branch,Approved,58108.76,47534.37,,,2024-02-12
APP000629,CUST00305,Remittance,2024-03-26,Branch,Approved,,,,,2024-04-01
APP000630,CUST00306,Account,2026-03-24,Mobile App,Rejected,,,,,2026-03-28
APP000631,CUST00306,Card,2024-08-07,Mobile App,Approved,32827.22,,23994.59,,2024-08-20
APP000632,CUST00307,Card,2025-09-27,Agent,Approved,107138.22,,52561.4,,2025-10-09
APP000633,CUST00307,Card,2024-08-15,Mobile App,Rejected,138545.7,,,KYC not approved,2024-08-18
APP000634,CUST00307,Remittance,2025-04-09,Branch,Approved,,,,,2025-04-23
APP000635,CUST00307,Wallet,2026-02-25,Branch,Submitted,,,,,2026-03-11
APP000636,CUST00308,Wallet,2024-09-25,Branch,Submitted,,,,,2024-10-07
APP000637,CUST00308,Account,2025-07-30,Branch,Approved,,,,,2025-08-07
APP000638,CUST00309,Card,2026-05-21,Mobile App,Rejected,7093.14,,,Incomplete documents,2026-05-30
APP000639,CUST00310,Card,2026-01-26,Branch,Approved,144223.16,,60902.73,,2026-02-02
APP000640,CUST00310,Wallet,2026-06-26,Mobile App,Approved,,,,,2026-07-05
APP000641,CUST00310,Wallet,2026-07-07,Branch,Approved,,,,,2026-07-14
APP000642,CUST00310,Account,2024-10-17,Branch,Approved,,,,,2024-10-23
APP000643,CUST00311,Card,2026-11-02,Agent,Approved,112668.04,,84996.54,,2026-11-16
APP000644,CUST00311,Wallet,2024-10-15,Branch,Approved,,,,,2024-10-26
APP000645,CUST00312,Loan,2024-01-05,Mobile App,Rejected,3666.19,,,High debt burden ratio,2024-01-06
APP000646,CUST00312,Loan,2024-09-17,Agent,Approved,143490.86,124712.52,,,2024-09-23
APP000647,CUST00312,Card,2026-03-03,Agent,Approved,67971.08,,23715.89,,2026-03-07
APP000648,CUST00313,Account,2026-03-23,Agent,Approved,,,,,2026-04-01
APP000649,CUST00313,Remittance,2025-09-22,Mobile App,Approved,,,,,2025-09-24
APP000650,CUST00313,Card,2024-06-20,Web,Approved,127612.1,,61163.64,,2024-07-04
APP000651,CUST00314,Card,2025-06-15,Web,Approved,68405.6,,26342.37,,2025-06-29
APP000652,CUST00314,Account,2026-11-12,Agent,Pending,,,,,2026-11-18
APP000653,CUST00314,Remittance,2026-02-21,Web,Submitted,,,,,2026-02-22
APP000654,CUST00315,Loan,2025-07-30,Mobile App,Approved,71323.64,43326.1,,,2025-08-04
APP000655,CUST00315,Card,2025-05-05,Web,Approved,79810.27,,61223.3,,2025-05-15
APP000656,CUST00316,Remittance,2024-09-24,Mobile App,Approved,,,,,2024-09-30
APP000657,CUST00317,Account,2025-10-01,Web,Approved,,,,,2025-10-11
APP000658,CUST00317,Account,2025-04-01,Agent,Approved,,,,,2025-04-15
APP000659,CUST00318,Card,2026-05-14,Web,Approved,106409.57,,44166.01,,2026-05-16
APP000660,CUST00319,Loan,2026-10-25,Branch,Approved,72199.22,53568.21,,,2026-10-30
APP000661,CUST00319,Loan,2024-01-31,Agent,Approved,100573.13,86454.03,,,2024-02-14
APP000662,CUST00320,Loan,2026-01-08,Mobile App,Rejected,72798.09,,,Insufficient income,2026-01-13
APP000663,CUST00320,Card,2026-04-24,Web,Approved,145744.29,,64463.91,,2026-05-08
APP000664,CUST00321,Wallet,2025-12-12,Mobile App,Approved,,,,,2025-12-23
APP000665,CUST00321,Account,2025-06-23,Web,Pending,,,,,2025-07-05
APP000666,CUST00322,Remittance,2026-07-01,Mobile App,Approved,,,,,2026-07-11
APP000667,CUST00322,Wallet,2026-10-26,Branch,Rejected,,,,,2026-11-09
APP000668,CUST00323,Wallet,2025-06-07,Mobile App,Approved,,,,,2025-06-19
APP000669,CUST00324,Card,2024-06-29,Web,Approved,118517.33,,42089.41,,2024-07-10
APP000670,CUST00324,Remittance,2026-11-14,Branch,Approved,,,,,2026-11-17
APP000671,CUST00325,Card,2026-06-24,Mobile App,Rejected,96951.48,,,Insufficient income,2026-07-08
APP000672,CUST00325,Remittance,2026-01-09,Web,Approved,,,,,2026-01-11
APP000673,CUST00326,Account,2026-02-02,Agent,Pending,,,,,2026-02-04
APP000674,CUST00326,Remittance,2025-09-23,Agent,Approved,,,,,2025-09-29
APP000675,CUST00326,Card,2026-03-12,Agent,Approved,128287.35,,52449.91,,2026-03-25
APP000676,CUST00326,Wallet,2025-09-12,Web,Approved,,,,,2025-09-24
APP000677,CUST00327,Loan,2024-09-09,Web,Approved,26973.31,16428.06,,,2024-09-22
APP000678,CUST00328,Card,2024-01-16,Mobile App,Rejected,35192.31,,,Incomplete documents,2024-01-25
APP000679,CUST00329,Account,2026-06-29,Branch,Rejected,,,,,2026-07-09
APP000680,CUST00329,Wallet,2026-06-04,Branch,Approved,,,,,2026-06-16
APP000681,CUST00329,Remittance,2024-11-02,Branch,Approved,,,,,2024-11-08
APP000682,CUST00330,Loan,2024-12-21,Branch,Approved,115512.69,96815.9,,,2025-01-03
APP000683,CUST00330,Remittance,2024-11-16,Web,Approved,,,,,2024-11-26
APP000684,CUST00331,Loan,2024-03-09,Branch,Approved,95712.5,87796.14,,,2024-03-14
APP000685,CUST00331,Account,2025-10-16,Branch,Rejected,,,,,2025-10-30
APP000686,CUST00332,Wallet,2025-10-20,Agent,Approved,,,,,2025-10-29
APP000687,CUST00333,Account,2024-08-14,Agent,Approved,,,,,2024-08-23
APP000688,CUST00333,Loan,2025-05-03,Agent,Approved,56811.19,53747.68,,,2025-05-07
APP000689,CUST00333,Wallet,2026-05-27,Web,Approved,,,,,2026-05-30
APP000690,CUST00333,Wallet,2024-01-08,Mobile App,Approved,,,,,2024-01-16
APP000691,CUST00334,Remittance,2025-12-30,Agent,Approved,,,,,2026-01-07
APP000692,CUST00334,Card,2024-09-28,Agent,Approved,58006.16,,41485.91,,2024-10-05
APP000693,CUST00335,Remittance,2026-05-16,Agent,Approved,,,,,2026-05-30
APP000694,CUST00336,Account,2026-02-09,Agent,Approved,,,,,2026-02-14
APP000695,CUST00337,Wallet,2025-03-11,Agent,Approved,,,,,2025-03-15
APP000696,CUST00338,Wallet,2024-09-18,Agent,Approved,,,,,2024-09-27
APP000697,CUST00338,Wallet,2026-07-23,Branch,Approved,,,,,2026-08-01
APP000698,CUST00339,Wallet,2025-11-14,Mobile App,Approved,,,,,2025-11-27
APP000699,CUST00339,Account,2026-04-12,Web,Approved,,,,,2026-04-18
APP000700,CUST00339,Card,2026-11-04,Web,Approved,71954.4,,47987.14,,2026-11-12
APP000701,CUST00340,Loan,2024-04-28,Mobile App,Submitted,132006.69,,,,2024-04-30
APP000702,CUST00340,Remittance,2024-12-19,Mobile App,Approved,,,,,2024-12-27
APP000703,CUST00341,Remittance,2024-06-30,Branch,Approved,,,,,2024-07-10
APP000704,CUST00341,Account,2026-06-30,Mobile App,Approved,,,,,2026-07-01
APP000705,CUST00341,Account,2026-09-03,Branch,Submitted,,,,,2026-09-08
APP000706,CUST00342,Loan,2024-05-27,Agent,Approved,103041.35,71252.88,,,2024-06-01
APP000707,CUST00343,Remittance,2025-11-03,Branch,Approved,,,,,2025-11-06
APP000708,CUST00344,Card,2026-06-18,Branch,Approved,102896.42,,40361.39,,2026-06-20
APP000709,CUST00344,Account,2024-05-10,Web,Pending,,,,,2024-05-11
APP000710,CUST00345,Card,2024-08-15,Branch,Pending,66740.72,,,,2024-08-25
APP000711,CUST00345,Wallet,2025-12-22,Web,Approved,,,,,2025-12-25
APP000712,CUST00346,Wallet,2026-05-15,Agent,Submitted,,,,,2026-05-28
APP000713,CUST00347,Card,2026-09-26,Mobile App,Approved,115789.74,,56918.68,,2026-10-04
APP000714,CUST00347,Account,2024-05-06,Agent,Approved,,,,,2024-05-07
APP000715,CUST00347,Wallet,2025-12-04,Agent,Approved,,,,,2025-12-05
APP000716,CUST00348,Remittance,2024-07-14,Web,Pending,,,,,2024-07-18
APP000717,CUST00349,Remittance,2024-02-15,Mobile App,Rejected,,,,,2024-02-27
APP000718,CUST00349,Remittance,2025-07-28,Mobile App,Submitted,,,,,2025-08-07
APP000719,CUST00350,Account,2025-01-27,Agent,Approved,,,,,2025-01-29
APP000720,CUST00351,Card,2025-08-18,Web,Approved,54584.1,,34648.59,,2025-08-21
APP000721,CUST00352,Wallet,2024-05-16,Mobile App,Approved,,,,,2024-05-21
APP000722,CUST00353,Account,2024-07-31,Web,Approved,,,,,2024-08-12
APP000723,CUST00354,Loan,2026-01-27,Agent,Approved,35214.25,34456.19,,,2026-01-30
APP000724,CUST00354,Card,2025-02-23,Branch,Approved,109736.95,,85070.88,,2025-03-02
APP000725,CUST00354,Loan,2024-02-25,Branch,Approved,63162.05,60815.01,,,2024-03-06
APP000726,CUST00355,Loan,2026-11-11,Web,Approved,43253.52,26845.53,,,2026-11-21
APP000727,CUST00355,Wallet,2026-02-06,Agent,Approved,,,,,2026-02-17
APP000728,CUST00356,Wallet,2025-01-04,Branch,Rejected,,,,,2025-01-08
APP000729,CUST00356,Remittance,2025-06-06,Agent,Rejected,,,,,2025-06-07
APP000730,CUST00357,Account,2025-09-24,Branch,Approved,,,,,2025-10-08
APP000731,CUST00357,Remittance,2024-05-06,Web,Approved,,,,,2024-05-09
APP000732,CUST00358,Loan,2024-08-22,Branch,Approved,118297.85,102002.24,,,2024-09-05
APP000733,CUST00359,Wallet,2024-11-02,Mobile App,Approved,,,,,2024-11-03
APP000734,CUST00359,Wallet,2026-11-05,Mobile App,Approved,,,,,2026-11-12
APP000735,CUST00359,Wallet,2026-11-11,Mobile App,Pending,,,,,2026-11-20
APP000736,CUST00359,Card,2026-08-26,Mobile App,Approved,19543.17,,6292.38,,2026-09-03
APP000737,CUST00360,Remittance,2025-07-21,Branch,Approved,,,,,2025-07-26
APP000738,CUST00360,Remittance,2025-04-16,Web,Approved,,,,,2025-04-30
APP000739,CUST00361,Loan,2024-10-01,Mobile App,Pending,124627.51,,,,2024-10-13
APP000740,CUST00361,Account,2025-11-10,Mobile App,Pending,,,,,2025-11-12
APP000741,CUST00362,Remittance,2024-09-27,Web,Approved,,,,,2024-10-10
APP000742,CUST00362,Wallet,2026-04-12,Branch,Approved,,,,,2026-04-14
APP000743,CUST00363,Card,2024-01-23,Agent,Approved,4011.32,,3208.71,,2024-02-01
APP000744,CUST00363,Loan,2025-09-03,Web,Approved,18701.24,13015.77,,,2025-09-11
APP000745,CUST00363,Card,2025-01-01,Web,Approved,50912.15,,39492.82,,2025-01-14
APP000746,CUST00364,Remittance,2025-04-19,Mobile App,Approved,,,,,2025-04-28
APP000747,CUST00365,Loan,2025-02-15,Mobile App,Approved,64179.91,62239.82,,,2025-02-27
APP000748,CUST00365,Account,2024-03-24,Agent,Approved,,,,,2024-04-01
APP000749,CUST00365,Card,2024-06-30,Branch,Pending,119576.29,,,,2024-07-14
APP000750,CUST00366,Card,2026-07-20,Web,Rejected,49805.25,,,Insufficient income,2026-07-24
APP000751,CUST00366,Remittance,2025-10-04,Mobile App,Pending,,,,,2025-10-10
APP000752,CUST00367,Account,2025-07-15,Agent,Submitted,,,,,2025-07-16
APP000753,CUST00367,Remittance,2026-06-02,Web,Approved,,,,,2026-06-10
APP000754,CUST00368,Loan,2026-12-04,Web,Approved,14975.06,12128.51,,,2026-12-13
APP000755,CUST00369,Wallet,2026-06-18,Mobile App,Approved,,,,,2026-07-01
APP000756,CUST00370,Account,2026-01-14,Agent,Approved,,,,,2026-01-23
APP000757,CUST00370,Wallet,2025-05-30,Agent,Approved,,,,,2025-06-03
APP000758,CUST00371,Loan,2026-04-12,Agent,Approved,39687.57,37148.53,,,2026-04-17
APP000759,CUST00371,Loan,2024-03-02,Agent,Rejected,139030.8,,,Low credit score,2024-03-05
APP000760,CUST00371,Card,2026-10-11,Mobile App,Approved,33765.99,,10610.2,,2026-10-19
APP000761,CUST00372,Wallet,2026-04-05,Agent,Approved,,,,,2026-04-17
APP000762,CUST00372,Card,2026-02-26,Web,Approved,59753.12,,36767.09,,2026-03-10
APP000763,CUST00372,Loan,2025-04-13,Branch,Approved,79961.52,75776.94,,,2025-04-24
APP000764,CUST00372,Card,2026-03-24,Mobile App,Approved,111530.19,,49699.75,,2026-03-31
APP000765,CUST00373,Loan,2026-11-02,Web,Approved,51776.37,41552.9,,,2026-11-12
APP000766,CUST00373,Card,2024-05-24,Web,Approved,101672.91,,71817.06,,2024-05-28
APP000767,CUST00374,Remittance,2025-08-31,Branch,Pending,,,,,2025-09-08
APP000768,CUST00374,Card,2025-09-05,Branch,Rejected,81202.8,,,Incomplete documents,2025-09-12
APP000769,CUST00374,Remittance,2024-01-29,Web,Approved,,,,,2024-02-05
APP000770,CUST00375,Remittance,2025-08-19,Agent,Rejected,,,,,2025-08-21
APP000771,CUST00376,Wallet,2026-05-19,Agent,Approved,,,,,2026-05-31
APP000772,CUST00376,Remittance,2024-07-14,Mobile App,Approved,,,,,2024-07-15
APP000773,CUST00376,Card,2025-03-24,Branch,Approved,5332.81,,4203.48,,2025-04-01
APP000774,CUST00376,Card,2024-08-27,Agent,Pending,136732.41,,,,2024-09-03
APP000775,CUST00377,Account,2024-02-23,Branch,Approved,,,,,2024-03-03
APP000776,CUST00378,Wallet,2024-09-26,Mobile App,Approved,,,,,2024-10-07
APP000777,CUST00378,Loan,2024-04-16,Web,Approved,77514.85,46870.84,,,2024-04-29
APP000778,CUST00379,Wallet,2026-09-04,Agent,Approved,,,,,2026-09-05
APP000779,CUST00380,Card,2024-11-06,Agent,Approved,90991.05,,62549.76,,2024-11-13
APP000780,CUST00380,Card,2025-07-25,Agent,Approved,133815.56,,75075.05,,2025-08-07
APP000781,CUST00380,Wallet,2024-07-01,Mobile App,Approved,,,,,2024-07-13
APP000782,CUST00381,Remittance,2025-10-22,Mobile App,Approved,,,,,2025-11-01
APP000783,CUST00382,Loan,2025-12-18,Web,Pending,134790.11,,,,2025-12-31
APP000784,CUST00382,Wallet,2024-10-19,Branch,Approved,,,,,2024-10-31
APP000785,CUST00382,Card,2026-04-11,Agent,Pending,21020.56,,,,2026-04-18
APP000786,CUST00383,Account,2026-05-31,Agent,Rejected,,,,,2026-06-14
APP000787,CUST00384,Wallet,2024-05-18,Branch,Rejected,,,,,2024-05-23
APP000788,CUST00385,Loan,2024-06-09,Agent,Approved,22708.97,16587.95,,,2024-06-11
APP000789,CUST00385,Card,2025-06-03,Branch,Approved,16238.6,,5018.78,,2025-06-04
APP000790,CUST00385,Card,2026-02-25,Mobile App,Rejected,146832.07,,,KYC not approved,2026-03-07
APP000791,CUST00385,Remittance,2025-05-18,Web,Rejected,,,,,2025-05-29
APP000792,CUST00386,Account,2024-06-13,Agent,Rejected,,,,,2024-06-21
APP000793,CUST00387,Remittance,2024-01-07,Agent,Approved,,,,,2024-01-14
APP000794,CUST00388,Wallet,2024-03-12,Mobile App,Approved,,,,,2024-03-23
APP000795,CUST00389,Account,2024-05-19,Web,Approved,,,,,2024-05-21
APP000796,CUST00389,Card,2026-06-01,Mobile App,Approved,149625.83,,119019.0,,2026-06-14
APP000797,CUST00390,Wallet,2024-06-06,Agent,Approved,,,,,2024-06-15
APP000798,CUST00391,Wallet,2025-04-10,Web,Rejected,,,,,2025-04-15
APP000799,CUST00391,Loan,2024-06-02,Agent,Approved,12643.55,8425.96,,,2024-06-13
APP000800,CUST00392,Account,2024-06-11,Branch,Pending,,,,,2024-06-13
APP000801,CUST00392,Card,2024-05-16,Web,Approved,119758.35,,83242.88,,2024-05-26
APP000802,CUST00392,Card,2026-07-20,Web,Approved,9631.92,,4750.02,,2026-08-02
APP000803,CUST00393,Account,2026-06-28,Branch,Approved,,,,,2026-07-10
APP000804,CUST00393,Loan,2025-04-10,Branch,Approved,145494.21,108684.06,,,2025-04-22
APP000805,CUST00394,Wallet,2025-09-22,Agent,Approved,,,,,2025-09-23
APP000806,CUST00394,Card,2025-11-22,Agent,Approved,43054.99,,13050.44,,2025-11-30
APP000807,CUST00395,Remittance,2024-06-12,Mobile App,Approved,,,,,2024-06-16
APP000808,CUST00396,Account,2025-06-05,Web,Approved,,,,,2025-06-11
APP000809,CUST00396,Card,2026-02-05,Web,Approved,143901.91,,87899.25,,2026-02-10
APP000810,CUST00396,Card,2026-11-09,Web,Approved,130407.16,,43757.56,,2026-11-11
APP000811,CUST00396,Loan,2025-02-19,Mobile App,Approved,132504.53,107482.94,,,2025-02-26
APP000812,CUST00397,Card,2025-03-13,Web,Submitted,65852.06,,,,2025-03-26
APP000813,CUST00398,Wallet,2025-05-14,Agent,Approved,,,,,2025-05-18
APP000814,CUST00399,Account,2024-04-20,Mobile App,Approved,,,,,2024-05-02
APP000815,CUST00399,Card,2026-01-28,Mobile App,Rejected,28860.33,,,High debt burden ratio,2026-01-30
APP000816,CUST00400,Account,2024-03-02,Web,Rejected,,,,,2024-03-11
APP000817,CUST00401,Wallet,2026-11-05,Web,Approved,,,,,2026-11-15
APP000818,CUST00401,Card,2025-02-27,Web,Submitted,98929.41,,,,2025-03-01
APP000819,CUST00402,Account,2024-06-17,Agent,Approved,,,,,2024-06-27
APP000820,CUST00402,Wallet,2024-11-27,Web,Submitted,,,,,2024-12-10
APP000821,CUST00403,Loan,2026-11-03,Branch,Approved,83203.32,58773.72,,,2026-11-07
APP000822,CUST00403,Account,2026-05-13,Web,Approved,,,,,2026-05-22
APP000823,CUST00404,Remittance,2026-11-01,Branch,Approved,,,,,2026-11-02
APP000824,CUST00404,Account,2026-12-10,Agent,Rejected,,,,,2026-12-18
APP000825,CUST00404,Account,2026-06-11,Agent,Approved,,,,,2026-06-19
APP000826,CUST00405,Account,2024-04-15,Agent,Approved,,,,,2024-04-20
APP000827,CUST00405,Remittance,2025-07-13,Branch,Approved,,,,,2025-07-17
APP000828,CUST00406,Account,2026-02-20,Mobile App,Approved,,,,,2026-02-25
APP000829,CUST00406,Account,2025-01-15,Mobile App,Approved,,,,,2025-01-23
APP000830,CUST00406,Card,2024-03-23,Web,Approved,136362.67,,58339.16,,2024-03-26
APP000831,CUST00406,Remittance,2024-03-16,Agent,Pending,,,,,2024-03-24
APP000832,CUST00407,Account,2025-02-28,Mobile App,Approved,,,,,2025-03-04
APP000833,CUST00407,Remittance,2026-03-13,Agent,Approved,,,,,2026-03-22
APP000834,CUST00408,Account,2024-08-06,Web,Approved,,,,,2024-08-19
APP000835,CUST00408,Remittance,2025-05-31,Branch,Rejected,,,,,2025-06-05
APP000836,CUST00409,Loan,2025-01-20,Web,Rejected,28336.56,,,KYC not approved,2025-01-24
APP000837,CUST00410,Loan,2024-04-29,Agent,Approved,13343.37,12924.09,,,2024-05-05
APP000838,CUST00411,Wallet,2025-08-19,Agent,Approved,,,,,2025-08-26
APP000839,CUST00411,Remittance,2026-11-29,Mobile App,Approved,,,,,2026-12-09
APP000840,CUST00412,Account,2025-12-18,Agent,Approved,,,,,2025-12-19
APP000841,CUST00412,Wallet,2026-02-25,Mobile App,Pending,,,,,2026-03-02
APP000842,CUST00413,Card,2025-03-14,Agent,Approved,52891.18,,38051.76,,2025-03-24
APP000843,CUST00413,Wallet,2026-02-11,Branch,Rejected,,,,,2026-02-20
APP000844,CUST00413,Remittance,2024-12-21,Branch,Approved,,,,,2025-01-03
APP000845,CUST00413,Wallet,2025-09-08,Mobile App,Approved,,,,,2025-09-15
APP000846,CUST00414,Remittance,2026-12-29,Agent,Approved,,,,,2027-01-03
APP000847,CUST00414,Wallet,2026-12-27,Branch,Pending,,,,,2027-01-01
APP000848,CUST00414,Loan,2025-10-09,Web,Approved,79919.48,52106.94,,,2025-10-20
APP000849,CUST00415,Account,2024-01-25,Agent,Approved,,,,,2024-02-03
APP000850,CUST00415,Card,2024-04-06,Mobile App,Approved,55211.44,,33563.66,,2024-04-20
APP000851,CUST00415,Loan,2026-08-17,Web,Approved,67325.35,65982.37,,,2026-08-21
APP000852,CUST00416,Wallet,2026-07-23,Branch,Pending,,,,,2026-07-29
APP000853,CUST00417,Wallet,2025-02-12,Branch,Approved,,,,,2025-02-26
APP000854,CUST00417,Card,2024-07-01,Agent,Rejected,72079.21,,,High debt burden ratio,2024-07-12
APP000855,CUST00417,Remittance,2026-05-15,Branch,Approved,,,,,2026-05-17
APP000856,CUST00418,Remittance,2024-02-11,Mobile App,Approved,,,,,2024-02-18
APP000857,CUST00419,Wallet,2024-09-07,Branch,Approved,,,,,2024-09-16
APP000858,CUST00419,Card,2026-02-19,Agent,Approved,27875.84,,21184.25,,2026-02-20
APP000859,CUST00419,Account,2025-11-20,Branch,Approved,,,,,2025-11-29
APP000860,CUST00420,Wallet,2026-01-31,Mobile App,Approved,,,,,2026-02-03
APP000861,CUST00420,Wallet,2024-07-03,Web,Approved,,,,,2024-07-10
APP000862,CUST00421,Loan,2025-04-09,Mobile App,Approved,9791.97,8932.09,,,2025-04-18
APP000863,CUST00421,Remittance,2026-06-16,Branch,Approved,,,,,2026-06-24
APP000864,CUST00422,Wallet,2026-10-27,Agent,Rejected,,,,,2026-10-30
APP000865,CUST00423,Remittance,2024-07-30,Mobile App,Rejected,,,,,2024-08-12
APP000866,CUST00424,Account,2024-12-13,Web,Approved,,,,,2024-12-22
APP000867,CUST00424,Loan,2026-04-29,Agent,Approved,42704.04,39209.08,,,2026-05-04
APP000868,CUST00425,Loan,2024-08-01,Web,Approved,104790.62,85034.4,,,2024-08-12
APP000869,CUST00426,Remittance,2026-08-25,Agent,Rejected,,,,,2026-09-08
APP000870,CUST00426,Remittance,2025-11-12,Agent,Approved,,,,,2025-11-17
APP000871,CUST00427,Remittance,2026-07-21,Mobile App,Approved,,,,,2026-07-25
APP000872,CUST00428,Account,2024-02-22,Web,Approved,,,,,2024-02-25
APP000873,CUST00428,Card,2026-05-18,Branch,Approved,18160.67,,6765.02,,2026-05-20
APP000874,CUST00428,Remittance,2025-07-07,Web,Rejected,,,,,2025-07-20
APP000875,CUST00429,Loan,2025-05-17,Mobile App,Approved,89966.22,70248.64,,,2025-05-29
APP000876,CUST00429,Remittance,2024-07-29,Branch,Approved,,,,,2024-08-10
APP000877,CUST00429,Account,2026-12-28,Web,Rejected,,,,,2026-12-30
APP000878,CUST00430,Card,2024-11-04,Agent,Approved,85831.57,,63599.49,,2024-11-05
APP000879,CUST00430,Card,2024-09-18,Branch,Approved,70275.2,,32349.68,,2024-09-24
APP000880,CUST00431,Account,2025-08-08,Branch,Submitted,,,,,2025-08-09
APP000881,CUST00431,Card,2024-05-18,Agent,Approved,146549.62,,101315.68,,2024-05-28
APP000882,CUST00431,Account,2026-11-30,Agent,Approved,,,,,2026-12-08
APP000883,CUST00432,Wallet,2026-04-11,Agent,Approved,,,,,2026-04-22
APP000884,CUST00432,Loan,2025-02-23,Web,Approved,86232.55,58199.83,,,2025-03-04
APP000885,CUST00432,Loan,2024-03-06,Mobile App,Approved,106501.31,102224.49,,,2024-03-16
APP000886,CUST00433,Account,2026-09-24,Web,Approved,,,,,2026-10-03
APP000887,CUST00433,Wallet,2026-10-20,Web,Approved,,,,,2026-11-01
APP000888,CUST00433,Card,2026-12-01,Web,Pending,4936.57,,,,2026-12-14
APP000889,CUST00434,Card,2025-07-28,Branch,Submitted,112256.83,,,,2025-07-30
APP000890,CUST00434,Card,2026-02-14,Branch,Approved,61102.82,,27065.75,,2026-02-19
APP000891,CUST00435,Card,2024-12-30,Branch,Approved,97727.75,,65237.17,,2024-12-31
APP000892,CUST00435,Remittance,2026-02-21,Branch,Approved,,,,,2026-03-02
APP000893,CUST00436,Account,2024-01-24,Branch,Approved,,,,,2024-01-30
APP000894,CUST00436,Remittance,2026-09-08,Mobile App,Approved,,,,,2026-09-09
APP000895,CUST00437,Account,2024-11-01,Web,Approved,,,,,2024-11-14
APP000896,CUST00438,Wallet,2025-08-29,Branch,Approved,,,,,2025-09-12
APP000897,CUST00438,Card,2026-10-27,Agent,Approved,11840.44,,4278.83,,2026-11-08
APP000898,CUST00439,Card,2025-07-12,Mobile App,Approved,81709.67,,59914.5,,2025-07-26
APP000899,CUST00439,Account,2026-04-05,Branch,Approved,,,,,2026-04-12
APP000900,CUST00439,Loan,2025-04-01,Branch,Approved,133766.33,92764.3,,,2025-04-09
APP000901,CUST00440,Wallet,2024-12-26,Agent,Rejected,,,,,2024-12-27
APP000902,CUST00440,Card,2024-06-24,Mobile App,Rejected,49696.57,,,Insufficient income,2024-07-05
APP000903,CUST00440,Remittance,2026-02-25,Web,Submitted,,,,,2026-02-28
APP000904,CUST00441,Wallet,2025-04-17,Mobile App,Approved,,,,,2025-04-29
APP000905,CUST00442,Card,2026-08-08,Branch,Approved,133524.56,,44034.18,,2026-08-17
APP000906,CUST00443,Loan,2025-07-22,Branch,Rejected,24817.71,,,High debt burden ratio,2025-07-31
APP000907,CUST00444,Wallet,2026-06-17,Web,Approved,,,,,2026-06-21
APP000908,CUST00444,Wallet,2024-03-18,Web,Approved,,,,,2024-03-30
APP000909,CUST00445,Remittance,2025-07-01,Mobile App,Approved,,,,,2025-07-13
APP000910,CUST00445,Card,2024-03-21,Branch,Approved,126994.85,,38107.7,,2024-03-27
APP000911,CUST00446,Loan,2024-04-22,Agent,Approved,88078.1,67205.39,,,2024-04-23
APP000912,CUST00446,Remittance,2024-07-20,Mobile App,Approved,,,,,2024-07-22
APP000913,CUST00447,Card,2024-12-14,Branch,Approved,35979.31,,23604.23,,2024-12-17
APP000914,CUST00447,Wallet,2024-06-08,Web,Submitted,,,,,2024-06-12
APP000915,CUST00448,Card,2024-09-04,Branch,Approved,87916.2,,56346.91,,2024-09-16
APP000916,CUST00449,Account,2024-09-03,Agent,Approved,,,,,2024-09-06
APP000917,CUST00449,Card,2025-10-11,Branch,Submitted,23212.7,,,,2025-10-23
APP000918,CUST00449,Account,2024-06-22,Mobile App,Approved,,,,,2024-06-24
APP000919,CUST00449,Wallet,2025-11-26,Mobile App,Approved,,,,,2025-11-29
APP000920,CUST00450,Account,2026-09-08,Web,Approved,,,,,2026-09-13
APP000921,CUST00451,Account,2024-06-30,Web,Approved,,,,,2024-07-11
APP000922,CUST00451,Remittance,2024-09-03,Branch,Approved,,,,,2024-09-13
APP000923,CUST00451,Wallet,2026-08-17,Mobile App,Rejected,,,,,2026-08-30
APP000924,CUST00452,Card,2024-02-14,Mobile App,Approved,90404.27,,56749.75,,2024-02-28
APP000925,CUST00452,Wallet,2025-12-13,Mobile App,Approved,,,,,2025-12-17
APP000926,CUST00453,Loan,2024-04-16,Branch,Pending,45979.17,,,,2024-04-17
APP000927,CUST00453,Account,2026-12-04,Agent,Pending,,,,,2026-12-05
APP000928,CUST00453,Remittance,2025-12-13,Mobile App,Approved,,,,,2025-12-16
APP000929,CUST00454,Account,2025-01-20,Agent,Approved,,,,,2025-02-01
APP000930,CUST00454,Card,2026-06-06,Web,Approved,24327.83,,15686.55,,2026-06-16
APP000931,CUST00455,Card,2026-02-03,Branch,Rejected,110250.72,,,High debt burden ratio,2026-02-04
APP000932,CUST00455,Loan,2025-12-19,Agent,Approved,110380.52,93552.19,,,2025-12-21
APP000933,CUST00456,Wallet,2024-10-18,Branch,Approved,,,,,2024-10-31
APP000934,CUST00456,Remittance,2024-02-08,Branch,Pending,,,,,2024-02-09
APP000935,CUST00457,Loan,2024-09-24,Branch,Approved,32714.79,28116.66,,,2024-09-27
APP000936,CUST00457,Account,2026-07-20,Web,Approved,,,,,2026-07-28
