repayment_id,loan_id,customer_id,due_date,payment_date,due_amount,paid_amount,repayment_status,days_past_due
RPY0004077,LOAN000159,CUST00539,2026-08-02,2026-08-02,6880.14,6880.14,Paid,0
RPY0004078,LOAN000159,CUST00539,2026-09-01,2026-10-01,6880.14,6880.14,Late,30
RPY0004079,LOAN000159,CUST00539,2026-10-01,2026-10-01,6880.14,6880.14,Paid,0
RPY0004080,LOAN000159,CUST00539,2026-10-31,2026-10-31,6880.14,6880.14,Paid,0
RPY0004081,LOAN000159,CUST00539,2026-11-30,2026-12-10,6880.14,6880.14,Late,10
RPY0004082,LOAN000159,CUST00539,2026-12-30,2027-01-29,6880.14,6880.14,Late,30
RPY0004083,LOAN000159,CUST00539,2027-01-29,2027-03-15,6880.14,6880.14,Late,45
RPY0004084,LOAN000159,CUST00539,2027-02-28,2027-02-28,6880.14,6880.14,Paid,0
RPY0004085,LOAN000159,CUST00539,2027-03-30,2027-03-30,6880.14,6880.14,Paid,0
RPY0004086,LOAN000159,CUST00539,2027-04-29,2027-04-29,6880.14,6880.14,Paid,0
RPY0004087,LOAN000159,CUST00539,2027-05-29,2027-05-29,6880.14,6880.14,Paid,0
RPY0004088,LOAN000159,CUST00539,2027-06-28,2027-06-28,6880.14,6880.14,Paid,0
RPY0004089,LOAN000159,CUST00539,2027-07-28,2027-07-28,6880.14,6880.14,Paid,0
RPY0004090,LOAN000159,CUST00539,2027-08-27,2027-10-11,6880.14,6880.14,Late,45
RPY0004091,LOAN000159,CUST00539,2027-09-26,2027-11-10,6880.14,6880.14,Late,45
RPY0004092,LOAN000159,CUST00539,2027-10-26,2027-10-26,6880.14,6880.14,Paid,0
RPY0004093,LOAN000160,CUST00542,2024-09-07,2024-09-07,3567.55,3567.55,Paid,0
RPY0004094,LOAN000160,CUST00542,2024-10-07,,3567.55,0.0,Missed,120
RPY0004095,LOAN000160,CUST00542,2024-11-06,2024-11-06,3567.55,3567.55,Paid,0
RPY0004096,LOAN000160,CUST00542,2024-12-06,2024-12-06,3567.55,3567.55,Paid,0
RPY0004097,LOAN000160,CUST00542,2025-01-05,2025-01-05,3567.55,3567.55,Paid,0
RPY0004098,LOAN000160,CUST00542,2025-02-04,2025-02-04,3567.55,3567.55,Paid,0
RPY0004099,LOAN000160,CUST00542,2025-03-06,2025-03-21,3567.55,1304.82,Partial,15
RPY0004100,LOAN000160,CUST00542,2025-04-05,2025-04-05,3567.55,3567.55,Paid,0
RPY0004101,LOAN000160,CUST00542,2025-05-05,2025-05-05,3567.55,3567.55,Paid,0
RPY0004102,LOAN000160,CUST00542,2025-06-04,2025-06-04,3567.55,3567.55,Paid,0
RPY0004103,LOAN000160,CUST00542,2025-07-04,2025-07-04,3567.55,3567.55,Paid,0
RPY0004104,LOAN000160,CUST00542,2025-08-03,2025-08-03,3567.55,3567.55,Paid,0
RPY0004105,LOAN000160,CUST00542,2025-09-02,2025-09-02,3567.55,3567.55,Paid,0
RPY0004106,LOAN000160,CUST00542,2025-10-02,2025-10-02,3567.55,3567.55,Paid,0
RPY0004107,LOAN000160,CUST00542,2025-11-01,2025-11-01,3567.55,3567.55,Paid,0
RPY0004108,LOAN000160,CUST00542,2025-12-01,2025-12-01,3567.55,3567.55,Paid,0
RPY0004109,LOAN000160,CUST00542,2025-12-31,2026-01-30,3567.55,3567.55,Late,30
RPY0004110,LOAN000160,CUST00542,2026-01-30,2026-01-30,3567.55,3567.55,Paid,0
RPY0004111,LOAN000160,CUST00542,2026-03-01,2026-03-01,3567.55,3567.55,Paid,0
RPY0004112,LOAN000160,CUST00542,2026-03-31,2026-03-31,3567.55,3567.55,Paid,0
RPY0004113,LOAN000160,CUST00542,2026-04-30,2026-05-10,3567.55,3567.55,Late,10
RPY0004114,LOAN000160,CUST00542,2026-05-30,2026-05-30,3567.55,3567.55,Paid,0
RPY0004115,LOAN000160,CUST00542,2026-06-29,2026-06-29,3567.55,3567.55,Paid,0
RPY0004116,LOAN000160,CUST00542,2026-07-29,2026-07-29,3567.55,3567.55,Paid,0
RPY0004117,LOAN000161,CUST00545,2027-01-01,2027-01-01,6928.59,6928.59,Paid,0
RPY0004118,LOAN000161,CUST00545,2027-01-31,2027-01-31,6928.59,6928.59,Paid,0
RPY0004119,LOAN000161,CUST00545,2027-03-02,2027-03-02,6928.59,6928.59,Paid,0
RPY0004120,LOAN000161,CUST00545,2027-04-01,2027-04-01,6928.59,6928.59,Paid,0
RPY0004121,LOAN000161,CUST00545,2027-05-01,2027-05-01,6928.59,6928.59,Paid,0
RPY0004122,LOAN000161,CUST00545,2027-05-31,2027-05-31,6928.59,6928.59,Paid,0
RPY0004123,LOAN000161,CUST00545,2027-06-30,2027-07-15,6928.59,1741.86,Partial,15
RPY0004124,LOAN000161,CUST00545,2027-07-30,2027-09-28,6928.59,3139.36,Partial,60
RPY0004125,LOAN000161,CUST00545,2027-08-29,2027-10-28,6928.59,4860.33,Partial,60
RPY0004126,LOAN000161,CUST00545,2027-09-28,,6928.59,0.0,Missed,60
RPY0004127,LOAN000161,CUST00545,2027-10-28,,6928.59,0.0,Missed,60
RPY0004128,LOAN000161,CUST00545,2027-11-27,2027-12-27,6928.59,2437.59,Partial,30
RPY0004129,LOAN000162,CUST00554,2025-11-23,2025-11-23,6200.46,6200.46,Paid,0
RPY0004130,LOAN000162,CUST00554,2025-12-23,,6200.46,0.0,Missed,120
RPY0004131,LOAN000162,CUST00554,2026-01-22,2026-01-22,6200.46,6200.46,Paid,0
RPY0004132,LOAN000162,CUST00554,2026-02-21,2026-02-21,6200.46,6200.46,Paid,0
RPY0004133,LOAN000162,CUST00554,2026-03-23,2026-03-23,6200.46,6200.46,Paid,0
RPY0004134,LOAN000162,CUST00554,2026-04-22,,6200.46,0.0,Missed,120
RPY0004135,LOAN000162,CUST00554,2026-05-22,2026-05-22,6200.46,6200.46,Paid,0
RPY0004136,LOAN000162,CUST00554,2026-06-21,2026-06-21,6200.46,6200.46,Paid,0
RPY0004137,LOAN000162,CUST00554,2026-07-21,2026-08-05,6200.46,4307.13,Partial,15
RPY0004138,LOAN000162,CUST00554,2026-08-20,2026-09-04,6200.46,6200.46,Late,15
RPY0004139,LOAN000162,CUST00554,2026-09-19,2026-09-19,6200.46,6200.46,Paid,0
RPY0004140,LOAN000162,CUST00554,2026-10-19,2026-10-19,6200.46,6200.46,Paid,0
RPY0004141,LOAN000162,CUST00554,2026-11-18,2026-11-18,6200.46,6200.46,Paid,0
RPY0004142,LOAN000162,CUST00554,2026-12-18,2026-12-18,6200.46,6200.46,Paid,0
RPY0004143,LOAN000162,CUST00554,2027-01-17,2027-01-17,6200.46,6200.46,Paid,0
RPY0004144,LOAN000162,CUST00554,2027-02-16,2027-02-21,6200.46,6200.46,Late,5
RPY0004145,LOAN000162,CUST00554,2027-03-18,2027-03-18,6200.46,6200.46,Paid,0
RPY0004146,LOAN000162,CUST00554,2027-04-17,2027-04-17,6200.46,6200.46,Paid,0
RPY0004147,LOAN000163,CUST00555,2024-04-17,2024-04-17,1873.16,1873.16,Paid,0
RPY0004148,LOAN000163,CUST00555,2024-05-17,2024-05-17,1873.16,1873.16,Paid,0
RPY0004149,LOAN000163,CUST00555,2024-06-16,2024-06-16,1873.16,1873.16,Paid,0
RPY0004150,LOAN000163,CUST00555,2024-07-16,2024-07-16,1873.16,1873.16,Paid,0
RPY0004151,LOAN000163,CUST00555,2024-08-15,2024-08-30,1873.16,1146.2,Partial,15
RPY0004152,LOAN000163,CUST00555,2024-09-14,2024-09-14,1873.16,1873.16,Paid,0
RPY0004153,LOAN000163,CUST00555,2024-10-14,2024-11-28,1873.16,1873.16,Late,45
RPY0004154,LOAN000163,CUST00555,2024-11-13,2024-11-13,1873.16,1873.16,Paid,0
RPY0004155,LOAN000163,CUST00555,2024-12-13,2025-02-11,1873.16,984.22,Partial,60
RPY0004156,LOAN000163,CUST00555,2025-01-12,2025-02-11,1873.16,671.95,Partial,30
RPY0004157,LOAN000163,CUST00555,2025-02-11,2025-03-28,1873.16,1873.16,Late,45
RPY0004158,LOAN000163,CUST00555,2025-03-13,2025-03-13,1873.16,1873.16,Paid,0
RPY0004159,LOAN000164,CUST00560,2026-01-09,2026-01-09,2977.39,2977.39,Paid,0
RPY0004160,LOAN000164,CUST00560,2026-02-08,2026-02-08,2977.39,2977.39,Paid,0
RPY0004161,LOAN000164,CUST00560,2026-03-10,2026-03-10,2977.39,2977.39,Paid,0
RPY0004162,LOAN000164,CUST00560,2026-04-09,2026-04-09,2977.39,2977.39,Paid,0
RPY0004163,LOAN000164,CUST00560,2026-05-09,2026-06-23,2977.39,2977.39,Late,45
RPY0004164,LOAN000164,CUST00560,2026-06-08,2026-06-08,2977.39,2977.39,Paid,0
RPY0004165,LOAN000165,CUST00567,2026-07-27,2026-07-27,1735.28,1735.28,Paid,0
RPY0004166,LOAN000165,CUST00567,2026-08-26,2026-08-26,1735.28,1735.28,Paid,0
RPY0004167,LOAN000165,CUST00567,2026-09-25,2026-09-25,1735.28,1735.28,Paid,0
RPY0004168,LOAN000165,CUST00567,2026-10-25,2026-10-25,1735.28,1735.28,Paid,0
RPY0004169,LOAN000165,CUST00567,2026-11-24,2026-11-24,1735.28,1735.28,Paid,0
RPY0004170,LOAN000165,CUST00567,2026-12-24,2026-12-24,1735.28,1735.28,Paid,0
RPY0004171,LOAN000165,CUST00567,2027-01-23,2027-01-23,1735.28,1735.28,Paid,0
RPY0004172,LOAN000165,CUST00567,2027-02-22,2027-02-22,1735.28,1735.28,Paid,0
RPY0004173,LOAN000165,CUST00567,2027-03-24,2027-03-24,1735.28,1735.28,Paid,0
RPY0004174,LOAN000165,CUST00567,2027-04-23,2027-04-28,1735.28,1735.28,Late,5
RPY0004175,LOAN000165,CUST00567,2027-05-23,2027-05-23,1735.28,1735.28,Paid,0
RPY0004176,LOAN000165,CUST00567,2027-06-22,2027-06-22,1735.28,1735.28,Paid,0
RPY0004177,LOAN000165,CUST00567,2027-07-22,2027-07-22,1735.28,1735.28,Paid,0
RPY0004178,LOAN000165,CUST00567,2027-08-21,2027-08-21,1735.28,1735.28,Paid,0
RPY0004179,LOAN000165,CUST00567,2027-09-20,2027-09-20,1735.28,1735.28,Paid,0
RPY0004180,LOAN000165,CUST00567,2027-10-20,2027-10-20,1735.28,1735.28,Paid,0
RPY0004181,LOAN000165,CUST00567,2027-11-19,2027-11-19,1735.28,1735.28,Paid,0
RPY0004182,LOAN000165,CUST00567,2027-12-19,2027-12-19,1735.28,1735.28,Paid,0
RPY0004183,LOAN000166,CUST00568,2025-10-10,,5547.01,0.0,Missed,120
RPY0004184,LOAN000166,CUST00568,2025-11-09,2025-11-09,5547.01,5547.01,Paid,0
RPY0004185,LOAN000166,CUST00568,2025-12-09,2025-12-09,5547.01,5547.01,Paid,0
RPY0004186,LOAN000166,CUST00568,2026-01-08,,5547.01,0.0,Missed,90
RPY0004187,LOAN000166,CUST00568,2026-02-07,2026-02-07,5547.01,5547.01,Paid,0
RPY0004188,LOAN000166,CUST00568,2026-03-09,2026-03-09,5547.01,5547.01,Paid,0
RPY0004189,LOAN000167,CUST00572,2025-01-21,2025-02-20,1224.81,1224.81,Late,30
RPY0004190,LOAN000167,CUST00572,2025-02-20,2025-02-20,1224.81,1224.81,Paid,0
RPY0004191,LOAN000167,CUST00572,2025-03-22,2025-03-22,1224.81,1224.81,Paid,0
RPY0004192,LOAN000167,CUST00572,2025-04-21,2025-04-21,1224.81,1224.81,Paid,0
RPY0004193,LOAN000167,CUST00572,2025-05-21,2025-07-05,1224.81,1224.81,Late,45
RPY0004194,LOAN000167,CUST00572,2025-06-20,2025-07-20,1224.81,1224.81,Late,30
RPY0004195,LOAN000167,CUST00572,2025-07-20,2025-07-20,1224.81,1224.81,Paid,0
RPY0004196,LOAN000167,CUST00572,2025-08-19,2025-08-19,1224.81,1224.81,Paid,0
RPY0004197,LOAN000167,CUST00572,2025-09-18,2025-09-18,1224.81,1224.81,Paid,0
RPY0004198,LOAN000167,CUST00572,2025-10-18,2025-10-18,1224.81,1224.81,Paid,0
RPY0004199,LOAN000167,CUST00572,2025-11-17,2025-11-17,1224.81,1224.81,Paid,0
RPY0004200,LOAN000167,CUST00572,2025-12-17,2025-12-17,1224.81,1224.81,Paid,0
RPY0004201,LOAN000167,CUST00572,2026-01-16,2026-01-16,1224.81,1224.81,Paid,0
RPY0004202,LOAN000167,CUST00572,2026-02-15,2026-02-15,1224.81,1224.81,Paid,0
RPY0004203,LOAN000167,CUST00572,2026-03-17,2026-05-01,1224.81,1224.81,Late,45
RPY0004204,LOAN000167,CUST00572,2026-04-16,2026-05-16,1224.81,798.81,Partial,30
RPY0004205,LOAN000167,CUST00572,2026-05-16,2026-05-16,1224.81,1224.81,Paid,0
RPY0004206,LOAN000167,CUST00572,2026-06-15,2026-06-15,1224.81,1224.81,Paid,0
RPY0004207,LOAN000167,CUST00572,2026-07-15,2026-07-15,1224.81,1224.81,Paid,0
RPY0004208,LOAN000167,CUST00572,2026-08-14,2026-08-14,1224.81,1224.81,Paid,0
RPY0004209,LOAN000167,CUST00572,2026-09-13,2026-09-13,1224.81,1224.81,Paid,0
RPY0004210,LOAN000167,CUST00572,2026-10-13,2026-10-13,1224.81,1224.81,Paid,0
RPY0004211,LOAN000167,CUST00572,2026-11-12,2026-11-12,1224.81,1224.81,Paid,0
RPY0004212,LOAN000167,CUST00572,2026-12-12,2026-12-12,1224.81,1224.81,Paid,0
RPY0004213,LOAN000167,CUST00572,2027-01-11,2027-01-11,1224.81,1224.81,Paid,0
RPY0004214,LOAN000167,CUST00572,2027-02-10,2027-02-10,1224.81,1224.81,Paid,0
RPY0004215,LOAN000167,CUST00572,2027-03-12,2027-03-12,1224.81,1224.81,Paid,0
RPY0004216,LOAN000167,CUST00572,2027-04-11,2027-04-11,1224.81,1224.81,Paid,0
RPY0004217,LOAN000167,CUST00572,2027-05-11,2027-05-11,1224.81,1224.81,Paid,0
RPY0004218,LOAN000167,CUST00572,2027-06-10,,1224.81,0.0,Missed,90
RPY0004219,LOAN000167,CUST00572,2027-07-10,2027-07-10,1224.81,1224.81,Paid,0
RPY0004220,LOAN000167,CUST00572,2027-08-09,2027-08-09,1224.81,1224.81,Paid,0
RPY0004221,LOAN000167,CUST00572,2027-09-08,2027-09-08,1224.81,1224.81,Paid,0
RPY0004222,LOAN000167,CUST00572,2027-10-08,2027-10-08,1224.81,1224.81,Paid,0
RPY0004223,LOAN000167,CUST00572,2027-11-07,2027-11-07,1224.81,1224.81,Paid,0
RPY0004224,LOAN000167,CUST00572,2027-12-07,2027-12-07,1224.81,1224.81,Paid,0
RPY0004225,LOAN000167,CUST00572,2028-01-06,2028-01-06,1224.81,1224.81,Paid,0
RPY0004226,LOAN000167,CUST00572,2028-02-05,2028-02-05,1224.81,1224.81,Paid,0
RPY0004227,LOAN000167,CUST00572,2028-03-06,2028-03-06,1224.81,1224.81,Paid,0
RPY0004228,LOAN000167,CUST00572,2028-04-05,2028-04-05,1224.81,1224.81,Paid,0
RPY0004229,LOAN000167,CUST00572,2028-05-05,2028-05-05,1224.81,1224.81,Paid,0
RPY0004230,LOAN000167,CUST00572,2028-06-04,2028-06-04,1224.81,1224.81,Paid,0
RPY0004231,LOAN000167,CUST00572,2028-07-04,2028-07-14,1224.81,1224.81,Late,10
RPY0004232,LOAN000167,CUST00572,2028-08-03,2028-08-03,1224.81,1224.81,Paid,0
RPY0004233,LOAN000167,CUST00572,2028-09-02,2028-09-02,1224.81,1224.81,Paid,0
RPY0004234,LOAN000167,CUST00572,2028-10-02,2028-10-02,1224.81,1224.81,Paid,0
RPY0004235,LOAN000167,CUST00572,2028-11-01,2028-11-06,1224.81,1224.81,Late,5
RPY0004236,LOAN000167,CUST00572,2028-12-01,2028-12-31,1224.81,1224.81,Late,30
RPY0004237,LOAN000168,CUST00575,2025-01-29,2025-02-13,1831.74,1831.74,Late,15
RPY0004238,LOAN000168,CUST00575,2025-02-28,2025-02-28,1831.74,1831.74,Paid,0
RPY0004239,LOAN000168,CUST00575,2025-03-30,2025-03-30,1831.74,1831.74,Paid,0
RPY0004240,LOAN000168,CUST00575,2025-04-29,2025-04-29,1831.74,1831.74,Paid,0
RPY0004241,LOAN000168,CUST00575,2025-05-29,2025-05-29,1831.74,1831.74,Paid,0
RPY0004242,LOAN000168,CUST00575,2025-06-28,2025-06-28,1831.74,1831.74,Paid,0
RPY0004243,LOAN000168,CUST00575,2025-07-28,2025-07-28,1831.74,1831.74,Paid,0
RPY0004244,LOAN000168,CUST00575,2025-08-27,2025-08-27,1831.74,1831.74,Paid,0
RPY0004245,LOAN000168,CUST00575,2025-09-26,2025-09-26,1831.74,1831.74,Paid,0
RPY0004246,LOAN000168,CUST00575,2025-10-26,,1831.74,0.0,Missed,30
RPY0004247,LOAN000168,CUST00575,2025-11-25,2025-11-25,1831.74,1831.74,Paid,0
RPY0004248,LOAN000168,CUST00575,2025-12-25,,1831.74,0.0,Missed,30
RPY0004249,LOAN000168,CUST00575,2026-01-24,2026-02-23,1831.74,1831.74,Late,30
RPY0004250,LOAN000168,CUST00575,2026-02-23,2026-02-23,1831.74,1831.74,Paid,0
RPY0004251,LOAN000168,CUST00575,2026-03-25,2026-04-09,1831.74,1831.74,Late,15
RPY0004252,LOAN000168,CUST00575,2026-04-24,2026-04-24,1831.74,1831.74,Paid,0
RPY0004253,LOAN000168,CUST00575,2026-05-24,2026-06-08,1831.74,607.33,Partial,15
RPY0004254,LOAN000168,CUST00575,2026-06-23,2026-06-23,1831.74,1831.74,Paid,0
RPY0004255,LOAN000168,CUST00575,2026-07-23,2026-07-23,1831.74,1831.74,Paid,0
RPY0004256,LOAN000168,CUST00575,2026-08-22,2026-08-22,1831.74,1831.74,Paid,0
RPY0004257,LOAN000168,CUST00575,2026-09-21,2026-09-21,1831.74,1831.74,Paid,0
RPY0004258,LOAN000168,CUST00575,2026-10-21,2026-10-21,1831.74,1831.74,Paid,0
RPY0004259,LOAN000168,CUST00575,2026-11-20,2026-11-30,1831.74,1831.74,Late,10
RPY0004260,LOAN000168,CUST00575,2026-12-20,2026-12-30,1831.74,1831.74,Late,10
RPY0004261,LOAN000168,CUST00575,2027-01-19,2027-01-19,1831.74,1831.74,Paid,0
RPY0004262,LOAN000168,CUST00575,2027-02-18,2027-02-18,1831.74,1831.74,Paid,0
RPY0004263,LOAN000168,CUST00575,2027-03-20,2027-03-20,1831.74,1831.74,Paid,0
RPY0004264,LOAN000168,CUST00575,2027-04-19,2027-04-19,1831.74,1831.74,Paid,0
RPY0004265,LOAN000168,CUST00575,2027-05-19,2027-05-19,1831.74,1831.74,Paid,0
RPY0004266,LOAN000168,CUST00575,2027-06-18,2027-06-18,1831.74,1831.74,Paid,0
RPY0004267,LOAN000168,CUST00575,2027-07-18,2027-09-16,1831.74,1101.39,Partial,60
RPY0004268,LOAN000168,CUST00575,2027-08-17,2027-09-16,1831.74,961.13,Partial,30
RPY0004269,LOAN000168,CUST00575,2027-09-16,2027-09-16,1831.74,1831.74,Paid,0
RPY0004270,LOAN000168,CUST00575,2027-10-16,2027-10-16,1831.74,1831.74,Paid,0
RPY0004271,LOAN000168,CUST00575,2027-11-15,2027-11-15,1831.74,1831.74,Paid,0
RPY0004272,LOAN000168,CUST00575,2027-12-15,2027-12-15,1831.74,1831.74,Paid,0
RPY0004273,LOAN000169,CUST00580,2024-09-28,2024-09-28,547.84,547.84,Paid,0
RPY0004274,LOAN000169,CUST00580,2024-10-28,2024-10-28,547.84,547.84,Paid,0
RPY0004275,LOAN000169,CUST00580,2024-11-27,2025-01-11,547.84,547.84,Late,45
RPY0004276,LOAN000169,CUST00580,2024-12-27,2025-02-10,547.84,547.84,Late,45
RPY0004277,LOAN000169,CUST00580,2025-01-26,2025-01-26,547.84,547.84,Paid,0
RPY0004278,LOAN000169,CUST00580,2025-02-25,2025-02-25,547.84,547.84,Paid,0
RPY0004279,LOAN000169,CUST00580,2025-03-27,2025-03-27,547.84,547.84,Paid,0
RPY0004280,LOAN000169,CUST00580,2025-04-26,2025-04-26,547.84,547.84,Paid,0
RPY0004281,LOAN000169,CUST00580,2025-05-26,2025-05-26,547.84,547.84,Paid,0
RPY0004282,LOAN000169,CUST00580,2025-06-25,2025-06-25,547.84,547.84,Paid,0
RPY0004283,LOAN000169,CUST00580,2025-07-25,2025-07-25,547.84,547.84,Paid,0
RPY0004284,LOAN000169,CUST00580,2025-08-24,2025-08-24,547.84,547.84,Paid,0
RPY0004285,LOAN000170,CUST00583,2024-04-28,2024-04-28,488.88,488.88,Paid,0
RPY0004286,LOAN000170,CUST00583,2024-05-28,2024-05-28,488.88,488.88,Paid,0
RPY0004287,LOAN000170,CUST00583,2024-06-27,2024-06-27,488.88,488.88,Paid,0
RPY0004288,LOAN000170,CUST00583,2024-07-27,2024-07-27,488.88,488.88,Paid,0
RPY0004289,LOAN000170,CUST00583,2024-08-26,2024-08-26,488.88,488.88,Paid,0
RPY0004290,LOAN000170,CUST00583,2024-09-25,2024-09-25,488.88,488.88,Paid,0
RPY0004291,LOAN000170,CUST00583,2024-10-25,2024-11-04,488.88,488.88,Late,10
RPY0004292,LOAN000170,CUST00583,2024-11-24,2024-12-09,488.88,257.95,Partial,15
RPY0004293,LOAN000170,CUST00583,2024-12-24,2024-12-24,488.88,488.88,Paid,0
RPY0004294,LOAN000170,CUST00583,2025-01-23,2025-01-23,488.88,488.88,Paid,0
RPY0004295,LOAN000170,CUST00583,2025-02-22,2025-03-24,488.88,488.88,Late,30
RPY0004296,LOAN000170,CUST00583,2025-03-24,2025-03-24,488.88,488.88,Paid,0
RPY0004297,LOAN000170,CUST00583,2025-04-23,2025-04-23,488.88,488.88,Paid,0
RPY0004298,LOAN000170,CUST00583,2025-05-23,2025-05-23,488.88,488.88,Paid,0
RPY0004299,LOAN000170,CUST00583,2025-06-22,2025-06-22,488.88,488.88,Paid,0
RPY0004300,LOAN000170,CUST00583,2025-07-22,2025-07-22,488.88,488.88,Paid,0
RPY0004301,LOAN000170,CUST00583,2025-08-21,2025-08-21,488.88,488.88,Paid,0
RPY0004302,LOAN000170,CUST00583,2025-09-20,2025-09-20,488.88,488.88,Paid,0
RPY0004303,LOAN000171,CUST00583,2024-08-12,2024-08-12,9519.16,9519.16,Paid,0
RPY0004304,LOAN000171,CUST00583,2024-09-11,2024-09-11,9519.16,9519.16,Paid,0
RPY0004305,LOAN000171,CUST00583,2024-10-11,2024-10-11,9519.16,9519.16,Paid,0
RPY0004306,LOAN000171,CUST00583,2024-11-10,2024-11-10,9519.16,9519.16,Paid,0
RPY0004307,LOAN000171,CUST00583,2024-12-10,,9519.16,0.0,Missed,30
RPY0004308,LOAN000171,CUST00583,2025-01-09,2025-01-09,9519.16,9519.16,Paid,0
RPY0004309,LOAN000171,CUST00583,2025-02-08,2025-02-08,9519.16,9519.16,Paid,0
RPY0004310,LOAN000171,CUST00583,2025-03-10,2025-03-10,9519.16,9519.16,Paid,0
RPY0004311,LOAN000171,CUST00583,2025-04-09,2025-04-09,9519.16,9519.16,Paid,0
RPY0004312,LOAN000171,CUST00583,2025-05-09,2025-05-09,9519.16,9519.16,Paid,0
RPY0004313,LOAN000171,CUST00583,2025-06-08,2025-06-08,9519.16,9519.16,Paid,0
RPY0004314,LOAN000171,CUST00583,2025-07-08,2025-07-08,9519.16,9519.16,Paid,0
RPY0004315,LOAN000172,CUST00587,2025-08-11,2025-08-11,4001.86,4001.86,Paid,0
RPY0004316,LOAN000172,CUST00587,2025-09-10,2025-09-10,4001.86,4001.86,Paid,0
RPY0004317,LOAN000172,CUST00587,2025-10-10,2025-10-10,4001.86,4001.86,Paid,0
RPY0004318,LOAN000172,CUST00587,2025-11-09,2025-11-09,4001.86,4001.86,Paid,0
RPY0004319,LOAN000172,CUST00587,2025-12-09,2025-12-09,4001.86,4001.86,Paid,0
RPY0004320,LOAN000172,CUST00587,2026-01-08,2026-01-18,4001.86,4001.86,Late,10
RPY0004321,LOAN000172,CUST00587,2026-02-07,2026-02-07,4001.86,4001.86,Paid,0
RPY0004322,LOAN000172,CUST00587,2026-03-09,2026-03-09,4001.86,4001.86,Paid,0
RPY0004323,LOAN000172,CUST00587,2026-04-08,2026-04-23,4001.86,4001.86,Late,15
RPY0004324,LOAN000172,CUST00587,2026-05-08,2026-05-08,4001.86,4001.86,Paid,0
RPY0004325,LOAN000172,CUST00587,2026-06-07,2026-06-07,4001.86,4001.86,Paid,0
RPY0004326,LOAN000172,CUST00587,2026-07-07,2026-07-12,4001.86,4001.86,Late,5
RPY0004327,LOAN000172,CUST00587,2026-08-06,2026-08-06,4001.86,4001.86,Paid,0
RPY0004328,LOAN000172,CUST00587,2026-09-05,2026-10-20,4001.86,4001.86,Late,45
RPY0004329,LOAN000172,CUST00587,2026-10-05,2026-10-05,4001.86,4001.86,Paid,0
RPY0004330,LOAN000172,CUST00587,2026-11-04,2026-11-04,4001.86,4001.86,Paid,0
RPY0004331,LOAN000172,CUST00587,2026-12-04,2026-12-14,4001.86,4001.86,Late,10
RPY0004332,LOAN000172,CUST00587,2027-01-03,2027-01-03,4001.86,4001.86,Paid,0
RPY0004333,LOAN000172,CUST00587,2027-02-02,2027-02-07,4001.86,4001.86,Late,5
RPY0004334,LOAN000172,CUST00587,2027-03-04,,4001.86,0.0,Missed,60
RPY0004335,LOAN000172,CUST00587,2027-04-03,,4001.86,0.0,Missed,90
RPY0004336,LOAN000172,CUST00587,2027-05-03,2027-06-02,4001.86,2494.84,Partial,30
RPY0004337,LOAN000172,CUST00587,2027-06-02,,4001.86,0.0,Missed,30
RPY0004338,LOAN000172,CUST00587,2027-07-02,2027-08-01,4001.86,4001.86,Late,30
RPY0004339,LOAN000172,CUST00587,2027-08-01,2027-09-15,4001.86,4001.86,Late,45
RPY0004340,LOAN000172,CUST00587,2027-08-31,2027-10-15,4001.86,4001.86,Late,45
RPY0004341,LOAN000172,CUST00587,2027-09-30,,4001.86,0.0,Missed,90
RPY0004342,LOAN000172,CUST00587,2027-10-30,2027-12-29,4001.86,2334.51,Partial,60
RPY0004343,LOAN000172,CUST00587,2027-11-29,,4001.86,0.0,Missed,120
RPY0004344,LOAN000172,CUST00587,2027-12-29,,4001.86,0.0,Missed,90
RPY0004345,LOAN000172,CUST00587,2028-01-28,2028-02-07,4001.86,4001.86,Late,10
RPY0004346,LOAN000172,CUST00587,2028-02-27,,4001.86,0.0,Missed,120
RPY0004347,LOAN000172,CUST00587,2028-03-28,2028-04-02,4001.86,4001.86,Late,5
RPY0004348,LOAN000172,CUST00587,2028-04-27,2028-06-26,4001.86,1760.79,Partial,60
RPY0004349,LOAN000172,CUST00587,2028-05-27,,4001.86,0.0,Missed,90
RPY0004350,LOAN000172,CUST00587,2028-06-26,2028-07-11,4001.86,4001.86,Late,15
RPY0004351,LOAN000173,CUST00588,2026-08-13,2026-08-13,2622.91,2622.91,Paid,0
RPY0004352,LOAN000173,CUST00588,2026-09-12,2026-09-12,2622.91,2622.91,Paid,0
RPY0004353,LOAN000173,CUST00588,2026-10-12,,2622.91,0.0,Missed,120
RPY0004354,LOAN000173,CUST00588,2026-11-11,2026-11-11,2622.91,2622.91,Paid,0
RPY0004355,LOAN000173,CUST00588,2026-12-11,2026-12-11,2622.91,2622.91,Paid,0
RPY0004356,LOAN000173,CUST00588,2027-01-10,2027-01-10,2622.91,2622.91,Paid,0
RPY0004357,LOAN000173,CUST00588,2027-02-09,2027-02-09,2622.91,2622.91,Paid,0
RPY0004358,LOAN000173,CUST00588,2027-03-11,2027-03-11,2622.91,2622.91,Paid,0
RPY0004359,LOAN000173,CUST00588,2027-04-10,2027-04-10,2622.91,2622.91,Paid,0
